Sample	theta_A	theta_B	theta_C	theta_ANC	theta_ROOT	tau_ANC	tau_ROOT	m_A->B	m_B->A	m_A->C	m_C->A	m_B->C	m_C->B	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
1390	11.33623	 7.82263	 4.03038	 7.11664	 0.36408	 2.71160	12.23906	 0.84079	 1.05260	 3.97514	 0.37403	 0.09758	 0.30954	-1326.744878	-2863413.115421	209923.358803
1400	11.13407	 7.92378	 3.96832	 7.18349	 0.35562	 2.74660	12.39706	 0.83648	 1.18308	 3.90817	 0.34987	 0.08313	 0.32141	-1326.318567	-2863449.842503	210812.708086
1410	10.60426	 7.86367	 4.12602	 7.40078	 0.36005	 2.80346	12.65371	 0.80186	 1.16888	 3.75110	 0.39591	 0.08470	 0.32287	-1326.001845	-2863466.869514	211463.178950
1420	11.23083	 8.05011	 4.10513	 6.88838	 0.36251	 2.75341	12.42779	 0.88617	 1.14568	 3.68847	 0.36684	 0.08863	 0.32874	-1326.033736	-2863477.406369	211409.934895
1430	10.76374	 7.87734	 4.28563	 7.05458	 0.34467	 2.75718	12.44477	 0.87741	 1.20463	 3.79825	 0.43817	 0.10628	 0.34594	-1325.250955	-2863511.992814	213010.082052
1440	10.22924	 8.02511	 4.11305	 6.62848	 0.34025	 2.75790	12.44804	 0.92968	 1.15814	 3.60580	 0.41392	 0.08185	 0.34874	-1325.497752	-2863560.520098	212565.015839
1450	11.56152	 8.40347	 4.14631	 6.88804	 0.31788	 2.82083	12.73209	 0.85827	 1.19316	 3.83844	 0.40686	 0.09092	 0.26963	-1325.271962	-2863427.369550	212883.445566
1460	11.45526	 8.40033	 4.13631	 6.89476	 0.32580	 2.79142	12.16161	 0.84805	 1.22739	 3.80156	 0.41526	 0.09242	 0.26041	-1325.213759	-2863423.115496	212995.597208
1470	10.77380	 8.76668	 4.06883	 7.13614	 0.35091	 2.83024	12.33075	 0.94226	 1.19236	 3.59484	 0.43074	 0.08851	 0.28016	-1325.774446	-2863541.139407	211992.248389
1480	11.15132	 8.66030	 3.87370	 7.19192	 0.34779	 2.83216	12.33909	 0.93784	 1.09469	 3.75252	 0.44834	 0.07731	 0.25696	-1325.924175	-2863471.191537	211622.840932
1490	11.34358	 8.24014	 4.12610	 6.93359	 0.40444	 2.81646	12.22380	 1.02685	 1.16031	 3.77343	 0.43905	 0.06539	 0.27393	-1325.011148	-2863357.857280	213335.561063
1500	11.10271	 8.42049	 3.92871	 7.09274	 0.38573	 2.84001	12.32600	 0.98959	 1.28182	 3.74215	 0.46271	 0.06762	 0.27714	-1324.274722	-2863447.291724	214897.848285
1510	10.70447	 8.37451	 4.33898	 7.22134	 0.37691	 2.86124	12.41815	 0.84260	 1.21899	 3.92027	 0.44084	 0.06908	 0.27280	-1324.712450	-2863389.209772	213964.310348
1520	11.36631	 8.18992	 3.96606	 7.86486	 0.39658	 2.93163	12.43801	 0.77250	 1.26796	 3.55181	 0.43192	 0.07675	 0.27908	-1325.742618	-2863430.706114	211945.469834
1530	11.28695	 8.43790	 4.10899	 7.45000	 0.35834	 2.86199	11.80913	 0.82126	 1.24110	 3.87994	 0.46034	 0.09945	 0.26209	-1324.791546	-2863695.243176	214112.151371
1540	11.19844	 8.12524	 4.04820	 7.54085	 0.36741	 2.92205	11.80009	 0.85606	 1.24384	 3.66796	 0.45583	 0.08023	 0.25178	-1325.133107	-2863544.176630	213277.962086
1550	10.74338	 8.16248	 3.99271	 7.57493	 0.37370	 2.86102	11.70706	 0.92289	 1.37738	 3.68069	 0.44572	 0.07495	 0.30278	-1323.995403	-2863618.221020	215627.414098
1560	11.92323	 8.18844	 4.13356	 7.58564	 0.43591	 2.92733	12.13486	 0.87575	 1.34618	 3.59732	 0.46101	 0.06697	 0.24351	-1324.919476	-2863606.114444	213767.162797
1570	11.76197	 8.28480	 4.32737	 7.56512	 0.40333	 2.96497	11.94995	 0.80398	 1.32909	 3.55165	 0.42000	 0.08259	 0.25391	-1324.538262	-2863557.083656	214480.560619
1580	11.58763	 8.10015	 4.40057	 7.14512	 0.42955	 2.94380	11.67409	 0.79631	 1.40079	 3.46570	 0.41548	 0.09271	 0.23929	-1324.897745	-2863695.954245	213900.463402
1590	11.13548	 8.46842	 4.32170	 7.16164	 0.44995	 2.95087	11.75136	 0.84619	 1.34259	 3.56101	 0.41526	 0.09397	 0.30005	-1324.798843	-2863616.386741	214018.700054
1600	10.92599	 8.36879	 4.34745	 7.28490	 0.40328	 2.97108	11.87431	 0.84509	 1.29404	 3.53679	 0.40519	 0.08664	 0.24590	-1325.153577	-2863573.533045	213266.379661
1610	10.77439	 8.43103	 4.27022	 7.19611	 0.41478	 2.95769	11.82080	 0.85710	 1.23019	 3.55280	 0.40458	 0.08194	 0.25884	-1325.016808	-2863504.643317	213471.028063
1620	10.39276	 8.09735	 4.42764	 7.35352	 0.38874	 2.90649	11.81438	 0.82449	 1.24770	 3.61538	 0.42369	 0.07035	 0.26555	-1325.813374	-2863576.975165	211950.227268
1630	10.61063	 8.07709	 4.45968	 8.00688	 0.42266	 2.90192	11.85648	 0.82756	 1.34446	 3.49122	 0.42139	 0.08207	 0.30190	-1325.032675	-2863527.705292	213462.355667
1640	10.70525	 8.50799	 4.60829	 7.48793	 0.42871	 2.88845	11.59936	 0.83142	 1.30985	 3.54968	 0.44867	 0.08217	 0.31568	-1324.578545	-2863635.214166	214478.124142
1650	10.84517	 8.13883	 4.56684	 7.61421	 0.41833	 2.87863	11.51074	 0.82119	 1.37565	 3.56179	 0.42803	 0.06310	 0.28958	-1325.137620	-2863579.104258	213303.863270
1660	10.47801	 8.16966	 4.47813	 7.22313	 0.41867	 2.94065	11.59076	 0.83154	 1.24274	 3.38330	 0.37553	 0.05409	 0.24664	-1326.424925	-2863636.664934	210786.815777
1670	10.55971	 8.21668	 4.65410	 7.20596	 0.42122	 2.93901	11.58430	 0.82226	 1.31558	 3.29799	 0.38646	 0.05692	 0.26448	-1325.649587	-2863499.722684	212200.548184
1680	10.53469	 8.60039	 4.53074	 6.82134	 0.39059	 2.95408	11.59222	 0.77732	 1.35335	 3.31875	 0.38275	 0.06205	 0.30386	-1325.507408	-2863561.945213	212547.129066
1690	11.06169	 8.77361	 4.40320	 7.08636	 0.39425	 2.95783	11.70430	 0.79805	 1.38541	 3.31455	 0.38836	 0.06260	 0.30040	-1325.002086	-2863529.726168	213525.553436
1700	11.18614	 8.47862	 4.26950	 7.16954	 0.35493	 2.96739	11.74214	 0.79731	 1.40890	 3.41403	 0.41936	 0.05353	 0.29913	-1324.834931	-2863631.152541	213961.291183
1710	10.74934	 7.81894	 4.53216	 7.30313	 0.35565	 2.95851	11.79030	 0.90490	 1.42261	 3.30255	 0.42244	 0.04849	 0.32975	-1324.491879	-2863434.709038	214450.951182
1720	10.65395	 7.99606	 4.48301	 7.11530	 0.35664	 2.95050	12.12670	 0.91025	 1.39238	 3.39453	 0.47094	 0.04394	 0.29031	-1323.810982	-2863569.293244	215947.328691
1730	10.89341	 7.89739	 4.20666	 7.17528	 0.36905	 2.93594	12.10272	 0.88050	 1.39928	 3.62809	 0.42722	 0.03809	 0.26750	-1323.921817	-2863465.418587	215621.785319
1740	11.04660	 8.01137	 4.48805	 7.31486	 0.36154	 3.01431	12.12191	 0.81831	 1.40835	 3.54580	 0.39384	 0.04374	 0.29894	-1324.051162	-2863552.953662	215450.628918
1750	11.25006	 7.98320	 4.20464	 6.89738	 0.35603	 3.07906	11.77774	 0.88133	 1.32813	 3.47976	 0.39431	 0.04004	 0.28198	-1323.706457	-2863517.207253	216104.294181
1760	11.61174	 7.86854	 4.34849	 6.92007	 0.37490	 3.03557	11.87514	 0.94690	 1.25568	 3.52961	 0.40009	 0.04032	 0.30866	-1324.087896	-2863523.797177	215348.005332
1770	11.40070	 8.21075	 4.32537	 7.17252	 0.34741	 3.14911	12.04325	 0.98103	 1.21062	 3.40235	 0.40499	 0.03771	 0.25908	-1324.707883	-2863493.550470	214077.784163
1780	10.94361	 8.29892	 4.18829	 6.81856	 0.32331	 3.03536	11.92977	 0.89601	 1.19284	 3.55147	 0.39618	 0.04029	 0.28677	-1324.265160	-2863458.457244	214928.136953
1790	11.05634	 8.23000	 4.12999	 7.06251	 0.35811	 3.07417	12.47527	 0.88469	 1.35238	 3.76663	 0.34284	 0.04660	 0.25695	-1323.843462	-2863398.087077	215711.162230
1800	11.33758	 8.22773	 4.21846	 7.12768	 0.36619	 3.09917	12.47882	 0.80479	 1.36138	 3.73625	 0.37971	 0.04708	 0.26605	-1323.371734	-2863360.249270	216616.781137
1810	10.76813	 7.99733	 4.11183	 7.10763	 0.34984	 3.05455	12.29916	 0.80302	 1.44249	 3.63789	 0.40223	 0.03517	 0.24111	-1324.013200	-2863395.332082	215368.931914
1820	11.16062	 8.22278	 4.09375	 7.13185	 0.34149	 3.13602	12.40244	 0.86158	 1.39012	 3.60618	 0.40211	 0.03932	 0.23784	-1322.997209	-2863529.480388	217535.062279
1830	10.49709	 7.90129	 4.14112	 7.07051	 0.34810	 3.16238	12.59513	 0.97017	 1.44466	 3.61205	 0.39181	 0.03471	 0.22536	-1322.306267	-2863505.440354	218892.907076
1840	 9.98499	 8.16903	 4.06414	 7.33706	 0.32772	 3.17597	12.64927	 0.93759	 1.50211	 3.45961	 0.35174	 0.04013	 0.20456	-1322.849574	-2863399.025403	217699.878185
1850	 9.96555	 7.83290	 4.40972	 7.37653	 0.32662	 3.08882	12.11525	 0.97044	 1.58885	 3.55722	 0.41621	 0.05209	 0.20311	-1321.450615	-2863388.670630	220487.441481
1860	10.34565	 7.89987	 4.41103	 7.60690	 0.35696	 3.15216	11.97350	 0.93905	 1.48957	 3.40411	 0.36882	 0.04206	 0.23187	-1323.269780	-2863524.624399	216985.065367
1870	 9.66477	 7.50438	 4.62320	 7.66681	 0.36845	 3.10100	11.68933	 0.96236	 1.62132	 3.35533	 0.36280	 0.03708	 0.22314	-1322.336294	-2863515.685154	218843.096615
1880	 9.76249	 7.66703	 4.47745	 7.54773	 0.36782	 3.12877	11.57001	 0.88783	 1.60693	 3.49819	 0.33956	 0.02855	 0.20792	-1322.388367	-2863540.257493	218763.524058
1890	10.24252	 8.48844	 4.44876	 7.70163	 0.42817	 3.22925	12.04543	 0.93119	 1.53824	 3.38934	 0.33783	 0.03254	 0.20713	-1323.450952	-2863593.404737	216691.500723
1900	 9.88254	 8.16903	 4.55736	 7.56709	 0.46443	 3.08099	11.90261	 0.90626	 1.73159	 3.55243	 0.35409	 0.03164	 0.23073	-1322.577872	-2863619.441453	218463.696755
1910	 9.45685	 8.22167	 4.28748	 7.41392	 0.47717	 3.08466	12.08795	 0.97996	 1.66993	 3.54218	 0.34025	 0.03920	 0.21638	-1322.357170	-2863547.510476	218833.171146
1920	 9.97820	 8.32724	 4.25652	 7.62678	 0.47776	 3.11010	12.01241	 0.93124	 1.65627	 3.49505	 0.32673	 0.03033	 0.20295	-1322.522339	-2863565.199141	218520.521100
1930	10.28974	 8.01769	 4.32492	 7.74082	 0.46866	 3.22034	11.96298	 0.87893	 1.59927	 3.55118	 0.33021	 0.04276	 0.22800	-1323.088878	-2863639.549016	217461.792968
1940	10.31679	 7.81989	 4.66487	 7.35748	 0.43939	 3.17573	11.79727	 0.84490	 1.69210	 3.48404	 0.31513	 0.03847	 0.24058	-1322.399894	-2863626.051463	218826.263355
1950	 9.91271	 7.95880	 4.30256	 7.54860	 0.42438	 3.16990	12.28264	 0.76833	 1.68106	 3.62450	 0.32714	 0.03772	 0.23479	-1322.308324	-2863454.914627	218838.266237
1960	10.06443	 7.64158	 4.34962	 7.44349	 0.38569	 3.10290	11.91820	 0.80518	 1.64659	 3.70276	 0.33699	 0.03180	 0.25584	-1322.473729	-2863523.165242	218575.706831
1970	 9.56653	 7.86377	 4.42755	 7.69803	 0.36102	 3.13080	12.20793	 0.77812	 1.70167	 3.54575	 0.36224	 0.03586	 0.24671	-1322.866179	-2863430.197736	217697.838902
1980	10.49519	 8.06676	 4.29677	 7.58445	 0.34426	 3.13080	12.12762	 0.76572	 1.62045	 3.39523	 0.34193	 0.03822	 0.26644	-1323.093150	-2863441.862689	217255.562369
1990	10.63016	 8.04102	 4.21922	 7.36078	 0.37977	 3.22164	12.37651	 0.74752	 1.67668	 3.38846	 0.32537	 0.03544	 0.24414	-1322.981874	-2863529.943457	217566.195060
2000	10.29833	 8.02125	 4.22278	 7.15613	 0.39849	 3.23721	12.39376	 0.78248	 1.71997	 3.53416	 0.28756	 0.02628	 0.23300	-1322.316142	-2863404.405952	218772.121432
2010	10.31221	 7.53596	 4.07788	 7.15786	 0.41604	 3.13283	12.26119	 0.82464	 1.87837	 3.74965	 0.34730	 0.01860	 0.27808	-1321.403709	-2863531.362781	220723.945350
2020	10.23125	 7.59945	 4.12465	 7.44850	 0.40257	 3.26319	12.33810	 0.81607	 1.79207	 3.59513	 0.33503	 0.01833	 0.30146	-1320.721824	-2863494.476240	222050.829145
2030	10.04055	 7.67403	 4.18237	 7.54713	 0.42366	 3.28293	12.41272	 0.77951	 1.78130	 3.60009	 0.31626	 0.01723	 0.30792	-1320.731988	-2863510.567913	222046.592560
2040	 9.65736	 7.90967	 4.43431	 7.46167	 0.43987	 3.25546	12.42388	 0.80750	 1.79445	 3.50949	 0.30960	 0.01747	 0.30183	-1321.279536	-2863463.844168	220904.772451
2050	 9.57218	 7.59717	 4.46005	 7.37137	 0.46628	 3.21606	12.13419	 0.81621	 1.65531	 3.55248	 0.29441	 0.01865	 0.28701	-1322.406595	-2863481.902882	218668.712276
2060	10.05750	 7.66854	 4.26265	 7.32722	 0.49220	 3.18870	12.03095	 0.84703	 1.66951	 3.69672	 0.28961	 0.01775	 0.31959	-1322.094616	-2863490.981245	219301.749088
2070	10.31109	 7.78076	 4.27784	 7.38861	 0.46921	 3.19136	12.03717	 0.85201	 1.58395	 3.49085	 0.29714	 0.01830	 0.29382	-1322.857669	-2863546.336798	217830.997953
2080	10.45000	 8.08546	 4.40632	 7.04102	 0.46172	 3.17448	11.88104	 0.86780	 1.53131	 3.27772	 0.29041	 0.01839	 0.30687	-1323.530949	-2863480.413662	216418.516193
2090	10.77634	 7.91592	 4.43782	 7.21191	 0.49184	 3.19229	11.78697	 0.89291	 1.45793	 3.45486	 0.27852	 0.01763	 0.27235	-1323.852903	-2863610.955399	215905.149585
2100	10.23896	 7.85907	 4.67351	 7.14899	 0.45806	 3.16687	11.97688	 0.90077	 1.47127	 3.48527	 0.30425	 0.02156	 0.28199	-1323.459401	-2863728.265810	216809.463185
2110	10.65384	 8.66537	 4.46355	 6.92826	 0.48729	 3.25167	11.77410	 0.83770	 1.43771	 3.40576	 0.25444	 0.02327	 0.25895	-1324.077606	-2863733.794591	215578.581912
2120	10.48804	 8.34458	 4.69207	 7.00609	 0.51906	 3.31292	12.04029	 0.84193	 1.50862	 3.29857	 0.27274	 0.03015	 0.23389	-1323.824088	-2863597.898793	215949.722542
2130	10.56049	 8.25447	 4.53319	 6.77502	 0.49225	 3.30676	12.05461	 0.79534	 1.56537	 3.30466	 0.24400	 0.01932	 0.26332	-1323.535201	-2863622.338367	216551.935694
2140	10.41288	 8.39979	 4.21522	 6.85589	 0.51105	 3.39118	12.51201	 0.82690	 1.44473	 3.61151	 0.22739	 0.02157	 0.29134	-1323.792953	-2863410.426013	215824.520912
2150	10.94012	 8.60923	 4.16896	 6.79669	 0.50782	 3.38376	12.20986	 0.84028	 1.56416	 3.63161	 0.22558	 0.02281	 0.22489	-1322.452515	-2863322.423325	218417.393261
2160	10.42739	 8.61595	 4.51379	 6.98243	 0.44518	 3.36942	12.34594	 0.80821	 1.59390	 3.45220	 0.25201	 0.02343	 0.27851	-1322.584360	-2863435.216053	218266.496034
2170	10.09291	 8.54390	 4.22576	 6.94738	 0.45286	 3.28997	12.37249	 0.79994	 1.74909	 3.64938	 0.30372	 0.02939	 0.31356	-1321.028516	-2863520.209771	221463.176938
2180	10.58201	 8.37672	 4.12607	 6.87283	 0.46988	 3.27798	12.50401	 0.76616	 1.64500	 3.80296	 0.31020	 0.02969	 0.31839	-1321.416113	-2863473.491891	220641.265486
2190	11.54114	 8.07343	 4.30559	 6.99079	 0.44089	 3.28574	12.48455	 0.73229	 1.59945	 3.79207	 0.33758	 0.02530	 0.32755	-1321.778979	-2863497.879004	219939.920386
2200	11.18873	 7.95254	 4.12183	 6.79403	 0.41282	 3.37277	12.77893	 0.69065	 1.59671	 3.55839	 0.28093	 0.02215	 0.30006	-1322.504749	-2863580.327653	218570.828845
2210	10.73067	 8.13355	 4.18309	 6.62120	 0.40225	 3.28049	12.35169	 0.69612	 1.62128	 3.63053	 0.31194	 0.02305	 0.29243	-1322.739724	-2863540.828382	218061.380334
2220	10.69652	 8.06165	 4.20247	 6.34810	 0.40691	 3.26290	12.16871	 0.70280	 1.56803	 3.54835	 0.31858	 0.02008	 0.26461	-1322.408863	-2863626.061556	218808.335622
2230	11.01804	 8.10133	 4.26703	 6.86974	 0.43018	 3.40733	12.69099	 0.67017	 1.54065	 3.68112	 0.28940	 0.01537	 0.28284	-1322.716381	-2863572.065068	218139.303703
2240	11.07791	 8.54430	 4.24189	 6.79061	 0.43738	 3.34154	12.73196	 0.62516	 1.56855	 3.73398	 0.27997	 0.01854	 0.30158	-1322.820752	-2863444.258547	217802.753685
2250	10.70642	 8.46218	 4.30976	 6.53179	 0.39849	 3.40066	12.44606	 0.59198	 1.47147	 3.67435	 0.30184	 0.02056	 0.28991	-1322.675716	-2863506.422511	218154.990773
2260	10.23700	 8.16922	 4.26614	 6.47086	 0.40357	 3.37220	12.40506	 0.57407	 1.59620	 3.50966	 0.28225	 0.02541	 0.30714	-1322.944358	-2863367.571762	217478.856652
2270	10.18543	 8.41978	 4.42536	 6.46395	 0.44494	 3.38464	12.52233	 0.61380	 1.56355	 3.58044	 0.27539	 0.02168	 0.28779	-1323.150452	-2863358.827631	217057.923490
2280	 9.93629	 7.98287	 4.39788	 6.47663	 0.40370	 3.29211	12.41769	 0.63602	 1.58643	 3.60538	 0.30374	 0.02470	 0.34350	-1322.332921	-2863607.637924	218941.794957
2290	10.47537	 8.13612	 4.51857	 7.02856	 0.40626	 3.40110	12.41731	 0.57820	 1.54558	 3.34451	 0.30073	 0.02114	 0.32253	-1323.919739	-2863535.093668	215695.615999
2300	10.50066	 7.74421	 4.30278	 6.77262	 0.42284	 3.40425	12.31555	 0.63781	 1.60690	 3.33733	 0.28065	 0.01531	 0.32811	-1323.744248	-2863519.886891	216031.391073
2310	10.26564	 8.00319	 4.31132	 6.63627	 0.43688	 3.40752	12.01840	 0.65459	 1.59964	 3.29272	 0.30719	 0.01302	 0.31382	-1322.769128	-2863467.720968	217929.464433
2320	 9.97073	 8.01791	 4.29895	 6.72891	 0.42489	 3.36912	12.07099	 0.62669	 1.74942	 3.45987	 0.29957	 0.01362	 0.32243	-1321.982251	-2863441.772917	219477.270443
2330	 9.68004	 8.09754	 4.30814	 7.00585	 0.41502	 3.36661	12.31923	 0.62560	 1.74942	 3.45987	 0.30232	 0.01381	 0.33948	-1321.792721	-2863461.122808	219875.681417
2340	 9.11490	 8.10437	 4.31014	 7.18153	 0.40050	 3.37344	12.16092	 0.65049	 1.75850	 3.44906	 0.28537	 0.01164	 0.33034	-1322.232156	-2863519.269790	219054.957316
2350	 9.56510	 8.39605	 4.06411	 7.14566	 0.39473	 3.39680	12.31329	 0.63275	 1.83865	 3.26570	 0.27742	 0.01479	 0.30901	-1321.945932	-2863492.091167	219600.227923
2360	 9.62496	 8.06454	 4.42870	 7.36020	 0.38008	 3.44140	12.34446	 0.67267	 1.95572	 3.31383	 0.26597	 0.01241	 0.31720	-1321.060396	-2863478.059745	221357.267955
2370	 9.63434	 7.57861	 4.61061	 7.00175	 0.37335	 3.39194	12.07495	 0.61921	 1.95363	 3.45487	 0.30086	 0.01324	 0.33127	-1320.151685	-2863489.891197	223186.521587
2380	10.11402	 8.31873	 4.67217	 6.65082	 0.35451	 3.43356	12.05434	 0.64746	 1.89938	 3.17532	 0.24058	 0.01447	 0.31460	-1321.479612	-2863539.979899	220580.755864
2390	 9.50290	 7.65926	 4.36245	 7.01023	 0.32321	 3.31701	12.03884	 0.72894	 1.87041	 3.28183	 0.29169	 0.01581	 0.31963	-1320.942907	-2863596.122539	221710.309307
2400	10.39671	 8.11764	 4.33175	 7.24349	 0.31654	 3.37755	12.12851	 0.75922	 1.91752	 3.22047	 0.27893	 0.01599	 0.32782	-1320.704808	-2863452.150131	222042.533847
2410	 9.92019	 7.82008	 4.24278	 7.36673	 0.36068	 3.37566	11.98228	 0.75985	 1.84265	 3.22314	 0.27559	 0.01260	 0.35162	-1320.955582	-2863501.556673	221590.393356
2420	 9.69563	 8.23538	 4.41253	 7.29947	 0.37114	 3.48373	12.29389	 0.79462	 1.78819	 3.17779	 0.27071	 0.00973	 0.30331	-1321.056172	-2863577.423175	221465.080113
2430	 9.10974	 7.94506	 4.29910	 7.33456	 0.36285	 3.47440	12.24399	 0.83971	 1.84616	 3.19074	 0.26476	 0.01004	 0.30187	-1320.985673	-2863303.933025	221332.586954
2440	 9.48138	 8.17997	 4.58272	 6.86781	 0.33331	 3.49424	12.01439	 0.75868	 1.83632	 3.19264	 0.26460	 0.01172	 0.33736	-1320.721610	-2863469.750929	222026.530919
2450	 9.76537	 8.40043	 4.45667	 6.81691	 0.33686	 3.47324	12.12921	 0.73997	 1.80015	 3.20856	 0.25535	 0.01168	 0.34476	-1321.098914	-2863554.588935	221356.760003
2460	 9.45494	 8.21860	 4.35389	 6.88428	 0.36718	 3.37390	12.13599	 0.72581	 1.92785	 3.24199	 0.26661	 0.01193	 0.34495	-1320.904078	-2863539.736146	221731.579548
2470	 9.46002	 8.49470	 4.35257	 6.90284	 0.36790	 3.39668	12.04951	 0.65512	 2.05153	 3.35618	 0.27880	 0.01375	 0.35944	-1319.914502	-2863508.475045	223679.470603
2480	 9.74700	 8.60828	 4.35903	 6.81932	 0.35369	 3.40772	12.08041	 0.64278	 1.95621	 3.34205	 0.27423	 0.00935	 0.35561	-1320.753328	-2863553.900329	222047.243740
2490	10.05086	 8.26487	 4.57910	 7.02229	 0.38922	 3.45738	12.26055	 0.58257	 1.88869	 3.29295	 0.23137	 0.00876	 0.33321	-1321.868710	-2863569.847935	219832.427127
2500	 9.80517	 8.29469	 4.59045	 6.82443	 0.37990	 3.41461	12.40541	 0.54008	 1.91543	 3.33956	 0.25888	 0.01152	 0.33019	-1322.039964	-2863522.017725	219442.090480
2510	 9.98110	 8.29698	 4.45559	 6.78144	 0.35105	 3.47588	12.17004	 0.50966	 1.80056	 3.31287	 0.25833	 0.01259	 0.30407	-1322.433192	-2863502.399218	218636.014327
2520	10.52218	 8.63650	 4.47088	 6.63259	 0.35629	 3.49266	12.25779	 0.47953	 1.84147	 3.47690	 0.25529	 0.01029	 0.26908	-1322.522778	-2863426.898847	218381.342313
2530	10.71080	 8.64302	 4.38166	 6.56440	 0.35153	 3.56208	12.68161	 0.50058	 1.90856	 3.41216	 0.24959	 0.00739	 0.30990	-1321.492755	-2863510.116938	220524.607339
2540	 9.84967	 8.05466	 4.44638	 6.50882	 0.33603	 3.47237	12.47111	 0.51428	 2.09593	 3.45195	 0.29122	 0.00610	 0.31378	-1320.194101	-2863448.754826	223060.552224
2550	 9.26339	 8.68928	 4.24436	 6.50651	 0.32008	 3.43441	12.19446	 0.51939	 2.19021	 3.43078	 0.29736	 0.00524	 0.32404	-1320.161700	-2863538.285788	223214.886479
2560	 9.10703	 8.37274	 4.26526	 6.34079	 0.31989	 3.45526	12.67688	 0.43674	 2.17777	 3.32063	 0.31962	 0.00635	 0.30619	-1320.552235	-2863529.183658	222424.713675
2570	 9.24305	 8.39953	 4.60275	 6.70084	 0.33791	 3.55921	12.67151	 0.39746	 2.11383	 3.22313	 0.29794	 0.00572	 0.30431	-1320.865506	-2863564.347844	221833.336362
2580	 9.47315	 8.33682	 4.29727	 6.16613	 0.33387	 3.44618	12.28992	 0.41268	 2.07639	 3.43275	 0.29145	 0.00571	 0.32047	-1321.420178	-2863546.279839	220705.924229
2590	 9.69141	 7.87072	 4.58073	 6.25446	 0.35938	 3.47800	12.40633	 0.43286	 2.00720	 3.17538	 0.30175	 0.00542	 0.30923	-1321.793997	-2863476.095422	219888.100826
2600	 9.68503	 8.04029	 4.54333	 6.72207	 0.40817	 3.45957	12.81499	 0.44151	 2.18854	 3.29448	 0.29268	 0.00499	 0.35732	-1320.414427	-2863372.893387	222544.040206
2610	 9.41288	 8.50739	 4.53002	 6.43554	 0.39609	 3.48016	12.69519	 0.40349	 2.18638	 3.39753	 0.29780	 0.00518	 0.31801	-1320.186404	-2863402.640194	223029.831292
2620	 9.25728	 8.66255	 4.49829	 6.50480	 0.41130	 3.51170	12.72519	 0.38965	 2.26720	 3.36136	 0.28270	 0.00518	 0.32466	-1320.540303	-2863564.864156	222484.258293
2630	 9.03110	 8.81230	 4.61152	 6.61725	 0.37479	 3.58153	12.49275	 0.36867	 2.22867	 3.19494	 0.22629	 0.00438	 0.31120	-1320.609953	-2863565.661842	222345.755609
2640	 9.18695	 8.29595	 4.55909	 6.47603	 0.35752	 3.64373	12.71417	 0.41960	 2.19086	 3.04854	 0.25245	 0.00413	 0.30849	-1320.896010	-2863507.383021	221715.363984
2650	 9.26724	 8.42002	 4.59199	 6.43486	 0.32981	 3.67003	12.30668	 0.40536	 2.17516	 3.02670	 0.23171	 0.00390	 0.35347	-1320.841622	-2863502.631338	221819.386459
2660	 8.76719	 8.23193	 4.67860	 6.53865	 0.36726	 3.74825	12.60892	 0.34169	 2.28354	 3.03356	 0.25633	 0.00388	 0.34380	-1320.373448	-2863557.590134	222810.693305
2670	 9.32761	 8.30351	 4.42524	 6.52353	 0.34978	 3.74172	12.60098	 0.38185	 2.30529	 3.19163	 0.26979	 0.00462	 0.32889	-1319.563920	-2863429.569694	224301.730401
2680	 9.31893	 8.23627	 4.43539	 6.38023	 0.32528	 3.74351	12.46237	 0.35936	 2.19700	 3.20670	 0.23522	 0.00446	 0.29242	-1319.735960	-2863515.257981	224043.338197
2690	 9.66781	 8.57621	 4.45247	 6.10988	 0.35260	 3.76349	12.78621	 0.38156	 2.29958	 3.27616	 0.26512	 0.00570	 0.30234	-1319.340630	-2863554.878044	224873.617773
2700	 9.64581	 8.42076	 4.36466	 6.62012	 0.33799	 3.70298	12.67860	 0.35499	 2.34203	 3.35259	 0.23086	 0.00556	 0.29271	-1319.258592	-2863436.165380	224918.982103
2710	 9.54377	 8.13030	 4.25223	 6.67256	 0.35412	 3.67103	12.67341	 0.32624	 2.38608	 3.38844	 0.26262	 0.00474	 0.28055	-1319.812271	-2863485.344485	223860.803339
2720	10.14640	 8.20039	 4.24095	 6.56972	 0.37482	 3.70868	12.62113	 0.34907	 2.36681	 3.36108	 0.21928	 0.00446	 0.29913	-1319.530542	-2863429.334638	224368.250769
2730	 9.96425	 8.34186	 4.38853	 6.67490	 0.41352	 3.68597	12.74267	 0.36611	 2.36508	 3.39392	 0.24839	 0.00483	 0.33933	-1318.794339	-2863426.629532	225837.952080
2740	 8.97975	 8.40360	 4.23446	 6.51394	 0.42824	 3.68852	12.27774	 0.36099	 2.36047	 3.27414	 0.25174	 0.00366	 0.34685	-1319.332303	-2863459.163742	224794.557207
2750	 9.11351	 8.20867	 4.50910	 6.73862	 0.50107	 3.68938	12.28060	 0.33851	 2.52782	 3.27338	 0.25040	 0.00331	 0.38487	-1318.259355	-2863378.591547	226859.880703
2760	 9.00000	 8.38147	 4.51266	 6.82153	 0.52421	 3.72187	12.41231	 0.33181	 2.43524	 3.23360	 0.23602	 0.00272	 0.37348	-1318.748505	-2863487.029519	225990.018820
