iteration	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_ANC cs	P_ANC nc	P_ROOT cs	P_ROOT nc	MB_A->B ms	MB_A->B nm	MB_B->A ms	MB_B->A nm	MB_A->C ms	MB_A->C nm	MB_C->A ms	MB_C->A nm	MB_B->C ms	MB_B->C nm	MB_C->B ms	MB_C->B nm	
2480	4.49706112381044498249593743821606040	4681	4.67009155060356473398996968171559274	5457	1.80193679940814521778236212412593886	4132	4.25074829965080702720570116071030498	6223	0.05295049852368535064917054455690959	1507	2.00184079568004058558017277391627431	1190	1.92818026686750609854925642139278352	3823	1.14213107867611185497480619233101606	3861	1.92818026686750609854925642139278352	538	1.14213107867611185497480619233101606	13	2.00184079568004058558017277391627431	685	
2490	4.68477984407557190849047401570715010	4687	4.60940241881094081577430188190191984	5562	1.88142105774683532359858872951008379	4068	4.17915452864747116734633891610428691	6132	0.06052156078230033070530780037188379	1551	2.00373520333959076467067461635451764	1177	1.98206017296995629095590629731304944	3742	1.17892419745878007653061558812623844	3800	1.98206017296995629095590629731304944	494	1.17892419745878007653061558812623844	6	2.00373520333959076467067461635451764	650	
2500	4.63689653161672410419669176917523146	4678	4.53968606708375155278645252110436559	5532	1.84369830248455213173031097539933398	4090	4.27254353580477364005218987585976720	6205	0.05523273673206441358729534840676934	1495	1.98130876553152535102242381981341168	1063	1.95692872764754821623967018240364268	3706	1.14849413020089374803944792802212760	3828	1.95692872764754821623967018240364268	501	1.14849413020089374803944792802212760	16	1.98130876553152535102242381981341168	661	
2510	4.68271364836214587512586149387061596	4648	4.55609158090958210607368528144434094	5631	1.79222216362039143966455867484910414	4079	4.15174437466082046910287317587062716	6129	0.05537784860296671163304438323393697	1513	2.00376016758781805293665456702001393	974	1.97948918992141487116498410614440218	3655	1.15370369615788326278504882793640718	3836	1.97948918992141487116498410614440218	518	1.15370369615788326278504882793640718	9	2.00376016758781805293665456702001393	629	
2520	4.77936041067642225499412234057672322	4516	4.80095170860749842489667571499012411	5612	1.77715454286036633746448387682903558	4092	4.25798512299047171580923532019369304	6343	0.05115403287546323174428408719904837	1437	2.05524212935365691024003353959415108	992	2.01046343516436420983950483787339181	3712	1.14492183404772318588982216169824824	3839	2.01046343516436420983950483787339181	491	1.14492183404772318588982216169824824	9	2.05524212935365691024003353959415108	622	
2530	4.87342678760308078977914192364551127	4526	4.81995504154566045684759956202469766	5643	1.79174062163944070036336597695481032	4051	4.14460184001155251820591729483567178	6388	0.04959977875163770061339718608905969	1392	2.08287382163161938208872925315517932	1043	2.05025780180467576130354245833586901	3845	1.16219930560747042314062582590850070	3943	2.05025780180467576130354245833586901	502	1.16219930560747042314062582590850070	6	2.08287382163161938208872925315517932	652	
2540	4.54737660966982382149126351578161120	4545	4.82856062814072828359712730161845684	5772	1.74715364635360792533447238383814692	4060	4.05631138629530596517724916338920593	6184	0.04892048714457018776524677150518983	1439	2.05854924832751251528861757833510637	1050	1.95041353001888251306183974520536140	4048	1.13175196257153487522373325191438198	3919	1.95041353001888251306183974520536140	553	1.13175196257153487522373325191438198	2	2.05854924832751251528861757833510637	629	
2550	4.21739453704399913647193898214027286	4489	5.03970608875198067266865109559148550	5807	1.75740129748172835277841841161716729	4134	3.99425451085109983750953688286244869	6095	0.04728105396784163666490385935503582	1475	2.08382610405768220473987639707047492	992	1.86973749373126141293255386699456722	4137	1.13574270961760959153252770192921162	3836	1.86973749373126141293255386699456722	533	1.13574270961760959153252770192921162	5	2.08382610405768220473987639707047492	644	
2560	4.22377036938941241572820217697881162	4497	4.97081881317096652139753132360056043	5832	1.79908406645199425710757168417330831	4173	3.81806358084284891418747065472416580	6097	0.04594139409456624023597726136358688	1401	2.07825550615677867583031002141069621	965	1.86872443874346294556687553267693147	4092	1.15058652792016080645964848372386768	3790	1.86872443874346294556687553267693147	546	1.15058652792016080645964848372386768	9	2.07825550615677867583031002141069621	641	
2570	4.24362444023833340622786636231467128	4529	5.05500531914663309152047077077440917	5908	1.87040948739870782624450384901138023	4153	3.97502286424510575812973911524750292	5943	0.04753387407930797364796760007266130	1467	2.12882005231470028405738048604689538	839	1.90555871590481951116657910461071879	4034	1.19234800003360730258350486110430211	3892	1.90555871590481951116657910461071879	588	1.19234800003360730258350486110430211	6	2.12882005231470028405738048604689538	682	
2580	4.20850337637587745831524443929083645	4530	4.83432603256397896984708495438098907	5785	1.80188819456876481162055370077723637	4157	3.83267256924862165234912936284672469	6071	0.04897719806956431221056647018485819	1457	2.04977844633650674310842987324576825	867	1.87413973042708215110963010374689475	3871	1.14919644134578335936680559825617820	3813	1.87413973042708215110963010374689475	571	1.14919644134578335936680559825617820	9	2.04977844633650674310842987324576825	643	
2590	4.31446499540359873492434417130425572	4447	4.74979404300970653451940961531363428	5831	1.90323732083331065290110473142703995	4204	3.78546342738995722498884788365103304	5999	0.05523008284263785511170041786499496	1519	2.04059976822518507333370507694780827	877	1.90568325311079456163554368686163798	3850	1.18763019144285464356869397306581959	3749	1.90568325311079456163554368686163798	575	1.18763019144285464356869397306581959	5	2.04059976822518507333370507694780827	660	
2600	4.27329068530315225871163420379161835	4335	4.80892499013159557819108158582821488	6022	1.89072717350510544065400608815252781	4141	3.95267014377742498254519887268543243	6023	0.06004439054214799620368125943059567	1479	2.04235093722751814837579331651795655	891	1.88883689719739455981084574887063354	4105	1.17463578201306706461082285386510193	3855	1.88883689719739455981084574887063354	571	1.17463578201306706461082285386510193	4	2.04235093722751814837579331651795655	699	
2610	4.28577995328428418275734657072462142	4502	5.02901012995845864139710101881064475	5938	1.85101182493891203151292756956536323	4068	3.87114795419899992978685077105183154	6088	0.05649102857757482692990791406373319	1404	2.09801366161829427881002629874274135	840	1.89512532894548635375997491792077199	4141	1.15499810085502829792858392465859652	3968	1.89512532894548635375997491792077199	546	1.15499810085502829792858392465859652	6	2.09801366161829427881002629874274135	697	
2620	4.10454070196059017661127654719166458	4407	5.17179491218338238667229234124533832	5999	1.80754234803036273326881655520992354	4135	3.90065622625029906345162089564837515	6073	0.05654838870578364484753564056518371	1386	2.13685089460082000556440107175149024	793	1.86663710443493657820113185152877122	4235	1.15139022399040102939693497319240123	3866	1.86663710443493657820113185152877122	513	1.15139022399040102939693497319240123	6	2.13685089460082000556440107175149024	680	
2630	4.14086342766794768266436221892945468	4423	5.28377756487391891937477339524775743	6032	1.87618774986809366822626543580554426	4116	3.84794323051963704784839137573726475	5953	0.05653262509096664001351228989733499	1476	2.17980860515094443385919475986156613	844	1.89271059397106533594978827750310302	4293	1.19714720760669113275298514054156840	3808	1.89271059397106533594978827750310302	459	1.19714720760669113275298514054156840	4	2.17980860515094443385919475986156613	705	
2640	4.17597256424219054338209389243274927	4566	5.04773571757377137458888682886026800	6012	1.88253245009728420455985542503185570	4211	3.74069203877715716899388098681811243	5746	0.05455683930499052175511209838987270	1465	2.15120858227003042273395294614601880	876	1.91298154502623840578223735064966604	4181	1.20504154076045799648397860437398776	3748	1.91298154502623840578223735064966604	455	1.20504154076045799648397860437398776	3	2.15120858227003042273395294614601880	740	
2650	4.14236999446300480087757023284211755	4517	5.13804548207386702074472850654274225	6103	1.93256192370374191291659826674731448	4216	3.63737105683274775103086540184449404	5660	0.05070810838016449190179812944734294	1504	2.17780943395488879588128838804550469	914	1.91488419189089675853665539762005210	4218	1.23623543412245040507002613594522700	3700	1.91488419189089675853665539762005210	449	1.23623543412245040507002613594522700	5	2.17780943395488968405970808817073703	727	
2660	4.10883895571949331326777610229328275	4514	5.21413503385885412910738523351028562	6223	1.97613051701993547304425646871095523	4152	3.62911608464986557009979151189327240	5649	0.05374357906422370934063081904241699	1462	2.21797186672485091563089554256293923	819	1.91891595651839796943249893956817687	4329	1.26410280625074022964327014051377773	3820	1.91891595651839796943249893956817687	459	1.26410280625074022964327014051377773	2	2.21797186672485180380931524268817157	764	
2670	4.11999057695793791111782411462627351	4446	5.29758181633736935367551268427632749	6301	1.85551466867716152719935962522868067	4156	3.72714148303383829841095575829967856	5685	0.04917615722297181274358379710065492	1412	2.22890050062272537800822647113818675	826	1.92539687552760452327049733867170289	4415	1.21436122320147066311335493082879111	3900	1.92539687552760452327049733867170289	489	1.21436122320147066311335493082879111	4	2.22890050062272626618664617126341909	738	
2680	4.19645421119780159813217323971912265	4566	5.17453421691494064305061328923329711	6308	1.85172483380836760957777187286410481	4100	3.56099832846337305269912576477508992	5593	0.04651892966459657968725238674778666	1433	2.20860482952969627845618560968432575	792	1.94453653255502212360283920133952051	4345	1.21198150315567265700167354225413874	3921	1.94453653255502212360283920133952051	480	1.21198150315567265700167354225413874	4	2.20860482952969716663460530980955809	736	
2690	4.23189912205155849278526147827506065	4471	5.36071076950455083220958840684033930	6296	1.81228362795485886671542630210751668	4073	3.57002682642631796738896809983998537	5754	0.05004734818841603816164109730380005	1406	2.25451959643592703130821064405608922	845	1.95005679807254606039634836633922532	4473	1.20737869308853595917696566175436601	3927	1.95005679807254606039634836633922532	475	1.20737869308853595917696566175436601	4	2.25451959643592791948663034418132156	714	
2700	4.21619614677800935709228724590502679	4370	5.42760217692009039325284902588464320	6412	1.75629652677561254314753114158520475	4037	3.83651659798852229243948386283591390	5764	0.04880459198183868807507934661771287	1417	2.24100448063408341781155286298599094	776	1.92281227983105429402144181949552149	4544	1.17432406631103813943184377421857789	3957	1.92281227983105429402144181949552149	468	1.17432406631103813943184377421857789	7	2.24100448063408252963313316286075860	677	
2710	4.11350761596976877143561068805865943	4421	5.27993596969975698129928787238895893	6445	1.73118683982105547869423389784060419	4055	3.73581342130025984005214922945015132	5689	0.04967717603665707665205886200965324	1390	2.20528622356974945972751811495982111	704	1.89681121673111929837318712088745087	4456	1.16038625812903006817577988840639591	3921	1.89681121673111929837318712088745087	468	1.16038625812903006817577988840639591	6	2.20528622356974857154909841483458877	647	
2720	4.33429871591978166378567038918845356	4256	5.35916957282256767314265744062140584	6394	1.72113614210963272732612949766917154	4117	3.82529968726183700056253655930049717	5871	0.05193230394201173855117659172719868	1362	2.23516238208526907271789241349324584	744	1.94839627042960139569061084330314770	4548	1.16747527475092471860307341557927430	3917	1.94839627042960139569061084330314770	471	1.16747527475092471860307341557927430	2	2.23516238208526818453947271336801350	688	
2730	4.23849645368514771348600334022194147	4286	5.42116838032480163889204050065018237	6424	1.77138691518757207532530628668610007	4061	3.90101609662883230811303292284719646	5813	0.06173245277430769450965897249261616	1416	2.23623849899549753672545193694531918	809	1.93215917884035359719518964993767440	4597	1.17624620199016205468467433092882857	3994	1.93215917884035359719518964993767440	510	1.17624620199016205468467433092882857	4	2.23623849899549664854703223682008684	722	
