iter	coalStatFlat	numCoalFlat	migStatFlat	numMigFlat	logPrior	root_theta	logLikelihood	dataLogLikelihood	genealogyLogLikelihood
    239	4.416127	     7000	1.459304	        0	69.329607	4.770607	-1348646.144120	-1401745.412444	-53099.268324
    240	4.512163	     7000	1.499503	        0	69.737387	4.861023	-1348909.340096	-1401767.009170	-52857.669074
    241	4.448377	     7000	1.476658	        0	69.371033	4.785535	-1348800.034443	-1401784.262998	-52984.228555
    242	4.469488	     7000	1.470031	        0	69.809202	4.793784	-1348855.090776	-1401758.307767	-52903.216991
    243	4.532077	     7000	1.480021	        0	69.784029	4.597194	-1349004.454400	-1401786.185155	-52781.730754
    244	4.532342	     7000	1.475742	        0	69.739628	4.612925	-1349005.024284	-1401803.575529	-52798.551245
    245	4.562027	     7000	1.471464	        0	69.389395	4.744984	-1349019.507725	-1401747.456496	-52727.948770
    246	4.517165	     7000	1.452455	        0	69.047072	4.758833	-1348982.558426	-1401785.814621	-52803.256195
    247	4.540449	     7000	1.480563	        0	68.529882	4.750139	-1349070.067150	-1401814.419194	-52744.352044
    248	4.590302	     7000	1.476677	        0	68.228823	4.764072	-1349146.688168	-1401789.072739	-52642.384571
    249	4.592832	     7000	1.468857	        0	68.969631	4.565701	-1349154.071954	-1401780.065252	-52625.993298
    250	4.558430	     7000	1.453360	        0	68.546086	4.584430	-1349094.148091	-1401842.005346	-52747.857255
    251	4.536670	     7000	1.445816	        0	68.859513	4.572354	-1349005.022569	-1401813.565550	-52808.542981
    252	4.563445	     7000	1.444912	        0	69.217250	4.429286	-1349036.862429	-1401797.946883	-52761.084453
    253	4.442879	     7000	1.443182	        0	69.578431	4.507614	-1348847.327544	-1401784.826549	-52937.499006
    254	4.422550	     7000	1.438804	        0	69.553265	4.408750	-1348855.950794	-1401820.073644	-52964.122850
    255	4.506900	     7000	1.436916	        0	69.405833	4.555389	-1349014.980818	-1401778.970453	-52763.989635
    256	4.520876	     7000	1.454271	        0	69.161762	4.567240	-1349018.829365	-1401773.015752	-52754.186387
