Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	m_C->A	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
7320	 9.65989	 9.81123	 9.97141	11.20822	10.02302	 1.33471	 3.17714	449.19270	-1348.326470	-2864526.899179	167873.959918
7321	 9.41660	 9.84315	10.00385	11.24469	10.16269	 1.33905	 3.18748	437.09547	-1348.489134	-2864561.542349	167583.274566
7322	 9.44645	 9.87435	10.03556	11.28034	10.19490	 1.34330	 3.19758	439.28427	-1348.600792	-2864525.501951	167323.916986
7323	 9.46834	 9.89723	10.05882	11.59070	10.21852	 1.34641	 3.19590	431.89119	-1348.419170	-2864488.506029	167650.166299
7324	 9.13934	 9.85258	10.01344	11.53842	10.17243	 1.34033	 3.22243	433.84836	-1348.505544	-2864552.942806	167541.854886
7325	 8.70121	 9.88310	10.04445	11.57415	10.20393	 1.34449	 3.20601	423.74629	-1348.676358	-2864548.572697	167195.857312
7326	 8.67977	 9.85875	10.01970	11.54563	10.17879	 1.34117	 3.17725	424.79303	-1348.927226	-2864577.910255	166723.459125
7327	 8.69113	 9.87165	10.03281	11.56074	10.19211	 1.34293	 3.18141	429.90047	-1348.714055	-2864532.405851	167104.296780
7328	 8.35876	 9.42831	 9.99163	11.51328	10.14367	 1.33742	 3.16835	431.67254	-1348.709828	-2864520.539726	167100.883546
7329	 8.32553	 9.39082	 9.95190	11.46751	 9.90683	 1.33210	 3.15575	433.39569	-1348.895045	-2864505.933870	166715.844053
7330	 8.42068	 9.16319	 9.78122	11.57604	 9.88537	 1.32921	 3.15827	426.21470	-1348.655401	-2864503.155713	167192.353451
7331	 8.13902	 9.19104	 9.81095	11.61122	 9.91541	 1.33325	 3.14718	430.07795	-1348.377285	-2864477.074802	167722.505480
7332	 8.17315	 9.57839	 9.85209	11.65991	 9.95699	 1.33884	 3.15728	420.84040	-1348.775372	-2864464.310723	166913.566720
7333	 8.25012	 9.15354	 9.89095	11.70590	 9.99626	 1.34412	 3.16973	422.92551	-1348.989167	-2864558.728966	166580.395918
7334	 8.27101	 9.17673	 9.91600	11.73555	 9.89235	 1.34753	 3.15303	424.69136	-1349.058601	-2864522.147698	166404.945447
7335	 8.55892	 9.13441	 9.87027	11.68143	 9.84673	 1.34131	 3.13849	427.91584	-1348.420588	-2864517.379891	167676.204601
7336	 8.53775	 8.91526	 9.74143	11.31983	 9.82238	 1.33800	 3.13073	423.94969	-1348.655275	-2864553.434419	167242.884258
7337	 8.56537	 8.94410	 9.77294	11.59194	 9.85416	 1.34232	 3.16709	422.58252	-1348.728937	-2864515.096761	167057.222600
7338	 8.55036	 9.19942	 9.75582	12.09671	 9.83689	 1.33997	 3.17720	416.15826	-1348.905008	-2864576.194061	166766.178654
7339	 8.57218	 9.22290	 9.78071	12.12758	 9.86199	 1.34339	 3.17230	425.08202	-1349.140892	-2864518.501124	166236.716742
7340	 8.87995	 9.24113	 9.80004	11.67044	 9.88149	 1.34605	 3.17858	424.24337	-1348.769021	-2864653.962574	167115.920195
7341	 9.12502	 9.35265	 9.39863	12.10516	 9.85734	 1.34276	 3.17081	425.28260	-1348.505665	-2864498.770335	167487.439910
7342	 9.08869	 9.70819	 9.36121	11.85168	 9.81809	 1.33741	 3.15818	426.98294	-1348.755506	-2864505.674499	166994.662461
7343	 9.05568	 9.67294	 9.61275	11.80864	 9.78243	 1.33255	 3.17248	428.53917	-1348.745763	-2864494.618303	167003.092278
7344	 9.02542	 9.20571	 9.58063	11.76918	10.11759	 1.32810	 3.18029	438.56882	-1348.715582	-2864502.535238	167071.370349
7345	 9.04386	 9.22451	 9.60020	11.79323	10.13825	 1.33081	 3.18679	432.68219	-1348.904988	-2864505.479130	166695.502693
7346	 9.33816	 8.89949	10.03049	11.82042	10.16163	 1.33388	 3.19414	423.04932	-1349.025962	-2864486.405116	166434.482024
7347	 9.82050	 9.16972	10.04491	11.83742	10.17624	 1.33580	 3.18842	407.59616	-1349.236965	-2864661.240750	166187.310363
7348	 9.60696	 9.62193	10.02644	11.81565	10.15753	 1.33334	 3.18255	403.85576	-1349.246637	-2864600.947945	166107.673631
7349	 9.62719	 9.64219	10.04756	11.84053	10.17892	 1.33615	 3.18926	408.34464	-1349.260250	-2864600.265491	166079.764804
7350	 9.29650	 9.64219	10.04756	11.84053	10.17892	 1.33615	 3.16011	408.34464	-1349.191052	-2864582.002674	166199.897859
7351	 9.33248	 9.67951	10.08644	11.88636	10.21831	 1.34132	 3.17234	406.77043	-1349.351295	-2864512.175487	165809.585650
7352	 9.70579	 9.65533	 9.71126	11.85666	10.19279	 1.33797	 3.12977	413.55725	-1349.082891	-2864577.708424	166411.925537
7353	 9.68276	 9.63242	 9.68821	11.82853	10.16860	 1.33480	 3.14437	424.12249	-1349.106585	-2864545.615243	166332.445095
7354	 9.43569	 9.65936	 9.71532	12.08524	10.19705	 1.33853	 3.15316	410.77614	-1349.060326	-2864566.356629	166445.705112
7355	 9.75606	 9.45695	 9.75186	12.13069	10.00794	 1.34357	 3.16502	419.74939	-1348.944376	-2864503.647095	166614.895874
7356	 9.63747	 9.42350	 9.71737	12.64137	 9.97255	 1.33881	 3.15383	421.23909	-1348.812064	-2864396.734908	166772.606162
7357	 9.60407	 9.80852	 9.68370	12.36426	 9.93800	 1.33418	 3.14290	422.70375	-1348.879562	-2864600.200926	166841.077875
7358	 9.35078	 9.83067	 9.70557	12.39218	 9.96044	 1.33719	 3.15000	421.75128	-1348.740697	-2864436.612490	166955.219199
7359	 9.19473	10.12385	10.10952	12.39218	 9.96044	 1.33719	 3.15000	421.75128	-1349.140709	-2864501.176957	166219.758157
7360	 9.40801	10.12385	10.10952	12.39218	 9.96044	 1.33719	 3.15000	411.09218	-1349.283560	-2864556.444608	165989.324675
7361	 9.39716	10.11218	10.09787	12.37790	 9.94896	 1.33565	 3.14637	421.72030	-1349.177531	-2864533.735791	166178.674250
7362	 9.73395	10.16643	10.13045	12.41783	 9.51672	 1.33996	 3.14074	427.43170	-1348.800177	-2864466.160199	166865.807049
7363	 9.42491	10.12551	10.08968	12.36786	 9.47842	 1.33456	 3.15308	429.15871	-1348.570341	-2864536.395219	167395.713474
7364	 9.45918	10.16233	10.12637	12.60297	 9.51288	 1.33942	 3.16454	429.76571	-1348.607021	-2864582.703007	167368.661734
7365	 9.12810	10.12360	10.08777	12.13746	 9.47662	 1.33431	 3.12016	440.22334	-1348.491048	-2864705.003071	167722.906757
7366	 9.12810	10.12360	10.08777	12.50831	 9.47662	 1.33431	 3.15356	446.79946	-1348.617320	-2864544.981598	167310.340956
7367	 8.73739	 9.58419	10.04493	11.95176	 9.74189	 1.32865	 3.14017	435.91069	-1348.488198	-2864504.652684	167528.256982
7368	 8.54120	 9.57555	 9.78185	11.94098	 9.73311	 1.32745	 3.13734	429.60315	-1348.577293	-2864510.639717	167356.054482
7369	 8.56339	 9.60043	 9.80726	11.51879	 9.75839	 1.33090	 3.17535	436.99040	-1348.809063	-2864548.700687	166930.575638
7370	 9.00445	 9.89458	 9.85876	11.57928	 9.80964	 1.33788	 3.19202	434.70757	-1348.455149	-2864593.056070	167682.757665
7371	 9.04832	 9.94279	 9.90679	11.63569	 9.85743	 1.34440	 3.19146	426.53233	-1348.487409	-2864630.051787	167655.233835
7372	 9.03095	 9.92370	 9.88777	11.61335	 9.83850	 1.34182	 3.18533	427.35282	-1348.499493	-2864539.534353	167540.547817
7373	 9.52280	 9.92370	 9.88777	11.61335	 9.83850	 1.34182	 3.16364	427.35282	-1348.474990	-2864527.445067	167577.464224
7374	 9.55169	 9.79472	 9.91776	11.97907	 9.86834	 1.34589	 3.14873	428.48561	-1348.724509	-2864508.482320	167059.463397
7375	 9.72565	10.12705	 9.94423	12.01103	 9.89468	 1.34948	 3.15714	434.34826	-1348.639054	-2864555.269241	167277.161943
7376	 9.20907	 9.79333	10.19514	12.01103	 9.78003	 1.34948	 3.15714	434.34826	-1348.375323	-2864351.007067	167600.360760
7377	 9.16733	 9.74894	10.14893	11.43134	 9.73570	 1.34337	 3.11268	436.32593	-1348.157128	-2864493.156407	168178.899648
7378	 9.36482	 9.70574	10.10395	11.38067	 9.69255	 1.33741	 3.09888	441.92723	-1348.406378	-2864508.264219	167695.508110
7379	 9.34680	 9.68706	10.08450	11.35877	 9.67390	 1.33484	 3.09292	434.08758	-1348.406827	-2864548.520099	167734.867065
7380	 9.38425	10.14436	10.12491	11.19577	 9.71266	 1.34019	 3.10531	420.53653	-1348.264954	-2864541.496111	168011.588106
7381	 9.40333	 9.81804	10.14549	10.81900	 9.73241	 1.34291	 3.11163	419.68348	-1348.328534	-2864583.848029	167926.780774
7382	 9.12155	 9.81804	10.14549	10.18619	 9.73241	 1.34291	 3.11163	427.14665	-1348.509510	-2864580.433336	167561.413628
7383	 9.45612	 9.79284	10.11944	10.57944	 9.70742	 1.33946	 3.10364	436.87972	-1348.465384	-2864590.194520	167659.426642
7384	 9.10173	 9.74158	10.06648	10.52407	 9.65661	 1.33245	 3.08739	439.17819	-1348.368073	-2864615.620604	167879.474532
7385	 9.12144	10.14883	10.08828	 9.96759	 9.67753	 1.33534	 3.11407	433.45595	-1348.482993	-2864610.319971	167644.333400
7386	 9.15749	10.18894	10.12815	10.00699	 9.65489	 1.34062	 3.12638	425.53930	-1348.479266	-2864577.850579	167619.318731
7387	 9.16966	10.20248	10.14161	10.02029	 9.66772	 1.34240	 3.10723	430.84506	-1348.134676	-2864486.967296	168217.615531
7388	 8.93950	 9.90148	10.19181	10.06988	 9.71558	 1.34904	 3.12261	422.58983	-1348.411747	-2864508.992515	167685.498534
7389	 9.24289	 9.90148	10.36353	10.50125	 9.71558	 1.34904	 3.15302	430.88824	-1348.511376	-2864476.944719	167454.193673
7390	 8.92327	 9.91941	10.38230	10.52027	 9.73317	 1.35149	 3.13952	419.17461	-1348.507181	-2864517.787597	167503.426321
7391	 8.93822	 9.93603	10.18077	10.53790	 9.74948	 1.35375	 3.14478	412.16470	-1348.559941	-2864424.528319	167304.646696
7392	 8.90899	 9.90353	10.14747	10.50343	 9.71759	 1.34932	 3.16561	413.51737	-1348.887814	-2864523.149773	166747.522407
7393	 9.16110	 9.94287	10.18778	10.54516	 9.75619	 1.35468	 3.17819	422.52596	-1348.655551	-2864549.384299	167238.281900
7394	 9.13297	 9.91234	10.15649	10.11504	 9.72623	 1.35052	 3.16843	418.99656	-1348.449194	-2864483.773713	167585.384842
7395	 9.53096	 9.90244	10.14636	10.10495	 9.71652	 1.34917	 3.16527	414.31142	-1348.693058	-2864568.355547	167182.240361
7396	 9.53096	 9.90244	10.14636	10.10495	 9.71652	 1.34917	 3.16527	420.07923	-1348.650545	-2864499.728010	167198.637903
7397	 9.82740	10.41363	10.18493	10.14336	 9.75346	 1.35430	 3.17730	423.56882	-1348.652175	-2864530.291057	167225.940353
7398	 9.32740	10.44678	10.21735	10.74843	 9.78451	 1.35861	 3.18741	416.89775	-1349.128097	-2864528.486180	166272.292805
7399	 9.06304	10.47896	10.24882	10.78153	 9.81464	 1.36280	 3.19723	411.28964	-1348.755946	-2864567.613588	167055.721726
7400	 9.04883	10.46252	10.23274	10.76462	 9.56291	 1.36066	 3.19222	411.93572	-1348.811903	-2864580.668658	166956.862045
7401	 9.55180	10.43396	10.65011	10.73524	 9.53681	 1.35695	 3.18350	419.86292	-1349.028592	-2864596.551273	166539.367876
7402	 9.59644	10.48272	10.47945	10.78541	 9.86553	 1.36329	 3.21532	416.67628	-1349.181738	-2864527.280073	166163.804299
7403	 9.59644	10.71416	10.47945	10.78541	 9.86553	 1.36329	 3.21532	416.67628	-1349.024612	-2864578.908988	166529.685215
7404	 9.79822	10.67715	10.44325	10.74815	 9.83145	 1.35858	 3.20421	408.54023	-1349.039149	-2864680.371076	166602.073258
7405	 9.57051	10.65244	10.41908	10.72328	 9.80870	 1.35544	 3.21837	409.48779	-1348.867742	-2864674.060361	166938.576945
7406	 9.62272	10.47038	10.80777	10.52500	 9.86221	 1.36283	 3.25170	407.26596	-1348.884985	-2864684.981050	166915.011678
7407	 9.65773	10.50847	10.84709	10.56329	 9.72669	 1.36779	 3.26353	410.65903	-1349.235625	-2864642.260981	166171.010459
7408	 9.68692	10.54024	10.87988	10.59522	 9.75609	 1.37192	 3.27339	409.42154	-1349.094022	-2864667.531109	166479.486201
7409	 9.69761	10.25185	10.89189	10.60692	 9.76686	 1.37344	 3.27701	400.60050	-1349.318831	-2864668.423172	166030.761188
7410	 9.65980	10.50786	10.84942	10.56556	 9.72878	 1.36808	 3.29400	402.16865	-1349.110385	-2864618.456616	166397.686783
7411	 9.63101	10.47654	10.81708	10.86878	 9.69978	 1.36400	 3.31421	393.53877	-1349.189642	-2864582.474928	166203.191232
7412	 9.29651	10.42803	10.76699	10.81845	 9.65487	 1.35769	 3.32211	405.03552	-1349.227978	-2864524.974491	166069.018148
7413	 8.74050	10.46607	10.82760	10.85791	 9.69008	 1.36264	 3.33423	403.56362	-1349.527540	-2864561.731862	165506.652068
7414	 8.97908	10.46607	10.82760	10.85791	 9.69008	 1.36264	 3.33423	393.47189	-1349.613112	-2864670.203135	165443.979029
7415	 9.01229	 9.99474	10.86764	10.73596	 9.72591	 1.36768	 3.31062	400.23425	-1349.358858	-2864584.190045	165866.474380
7416	 9.26298	10.02744	10.90320	10.77109	 9.75774	 1.37215	 3.32146	407.27554	-1349.273965	-2864564.567494	166016.637358
7417	 9.24267	10.38695	10.87930	10.74748	 9.58769	 1.36915	 3.27333	408.17021	-1349.058279	-2864601.033316	166484.476298
7418	 9.61001	10.37816	10.87009	10.73838	 9.57957	 1.36799	 3.27056	408.51619	-1349.106977	-2864469.995104	166256.041763
7419	 9.52197	10.40990	10.90334	10.62940	 9.60887	 1.37217	 3.28057	407.27034	-1348.953939	-2864576.613791	166668.736568
7420	 9.54651	10.02304	10.58551	10.42326	 9.63363	 1.37571	 3.24913	413.83109	-1348.646665	-2864553.358447	167260.028328
7421	 9.56697	10.04452	10.60820	10.22942	 9.65428	 1.37865	 3.25609	402.71662	-1348.597305	-2864627.566149	167432.957076
7422	 9.85059	10.53866	10.25517	10.26818	 9.69087	 1.38388	 3.26843	401.19630	-1348.597736	-2864564.286541	167368.813606
7423	 9.87059	10.56005	10.27599	 9.97923	 9.42439	 1.38669	 3.25324	408.45123	-1348.759048	-2864578.634555	167060.539123
7424	 9.91201	10.60436	10.31911	10.02110	 9.46393	 1.39251	 3.25435	398.30794	-1348.745692	-2864632.518037	167141.133628
7425	10.50419	10.96195	10.35268	10.05370	 9.49472	 1.39704	 3.26494	391.32853	-1348.916928	-2864617.099645	166783.243905
7426	10.74291	10.26488	10.37301	10.07345	 9.51337	 1.39978	 3.24033	390.56151	-1348.630243	-2864535.816552	167275.331351
7427	10.22317	10.07968	10.37301	 9.79784	 9.51337	 1.39978	 3.21349	398.03146	-1348.701357	-2864568.410569	167165.696065
7428	 9.81727	10.47553	10.55178	10.32196	 9.54512	 1.40445	 3.24485	389.55510	-1349.067352	-2864630.916377	166496.213153
7429	 9.85670	10.97872	10.31961	10.22183	 9.58346	 1.41009	 3.22854	394.44837	-1349.072712	-2864505.605861	166360.181276
7430	10.23355	10.54313	10.34534	10.24732	 9.60736	 1.41361	 3.23659	393.46729	-1348.973293	-2864531.158822	166584.573395
7431	 9.87994	10.54313	10.34534	10.24732	 9.60736	 1.41361	 3.23659	400.27237	-1348.759684	-2864594.288678	167074.920523
7432	 9.87994	10.54313	10.34534	10.61532	 9.60736	 1.41361	 3.27421	392.21421	-1349.095707	-2864646.668249	166455.254274
7433	 9.42662	10.57768	10.37924	10.65011	 9.70098	 1.41824	 3.31093	390.93315	-1348.874568	-2864520.933828	166771.797006
7434	 9.87068	10.58182	10.38330	10.65427	 9.70477	 1.41880	 3.31222	394.46955	-1348.842381	-2864591.770104	166907.007776
7435	 9.91059	10.37274	10.42527	10.69734	 9.74400	 1.42453	 3.32561	381.60680	-1348.948786	-2864669.470131	166771.898459
7436	 9.93841	10.40186	10.45454	10.72737	 9.77136	 1.42853	 3.33495	380.53857	-1348.968551	-2864635.189428	166698.086919
7437	10.39566	10.48970	10.28170	10.95895	 9.74594	 1.42482	 3.32627	381.53114	-1349.374196	-2864679.033118	165930.640425
7438	10.37186	10.02055	10.25816	10.93385	 9.72362	 1.42155	 3.31865	387.54489	-1349.195346	-2864566.826680	166176.134609
7439	10.37814	10.31709	10.22981	10.60837	 9.69675	 1.41762	 3.32981	382.15581	-1349.092580	-2864601.182197	166416.021762
7440	10.35613	10.29521	10.20811	10.95577	 9.67618	 1.41462	 3.32274	391.26047	-1349.151760	-2864606.264756	166302.744797
7441	10.03188	 9.76257	10.17770	10.39871	 9.64736	 1.41040	 3.31285	399.44359	-1348.756654	-2864577.206422	167063.898253
7442	 9.99750	 9.72912	10.14283	10.36307	 9.61430	 1.40557	 3.29049	406.34836	-1348.573311	-2864560.843586	167414.221653
7443	10.22954	10.08541	10.14283	10.56151	 9.90867	 1.40557	 3.32922	406.34836	-1348.694345	-2864529.742836	167141.052351
7444	10.26886	 9.74955	10.18181	10.60211	 9.94675	 1.41097	 3.32027	404.79254	-1348.754528	-2864576.199992	167067.144494
7445	10.27942	 9.75958	10.19228	10.92398	 9.95698	 1.41242	 3.31525	398.99280	-1348.653050	-2864596.334689	167290.235294
7446	 9.76918	 9.71592	10.14668	10.87510	 9.91244	 1.40610	 3.30042	400.78581	-1348.794823	-2864533.738459	166944.091824
7447	 9.94823	 9.71592	10.14668	10.87510	 9.91244	 1.40610	 3.33376	400.78581	-1348.902422	-2864620.232407	166815.388601
7448	 9.92152	 9.68984	10.11945	10.84591	 9.62240	 1.40233	 3.32481	394.12430	-1348.538143	-2864641.138859	167564.852389
7449	 9.95176	 9.71937	10.15029	10.87897	 9.65173	 1.40660	 3.33495	392.92657	-1349.000402	-2864523.563251	166522.759108
7450	 9.91469	 9.90105	10.11248	11.15877	 9.61577	 1.40136	 3.32252	387.30771	-1349.067938	-2864593.848418	166457.972170
7451	10.40566	 9.87060	10.08137	11.12444	 9.58620	 1.39705	 3.31230	388.50272	-1348.940427	-2864678.028554	166797.174804
7452	10.44952	 9.91220	10.33390	10.50823	 9.62660	 1.40294	 3.32627	386.87208	-1349.056665	-2864610.993462	166497.664061
7453	10.48708	 9.94782	10.37103	10.67203	 9.66120	 1.40798	 3.33822	385.48673	-1348.794650	-2864663.404141	167074.104672
7454	10.17912	 9.92147	10.34356	10.64376	 9.63561	 1.40425	 3.32938	386.51055	-1348.894548	-2864654.216505	166865.120523
7455	10.49834	 9.91236	10.33406	10.63398	 9.62676	 1.40297	 3.32632	379.98339	-1348.793293	-2864671.868953	167085.283097
7456	10.46968	 9.67654	10.30584	10.60495	 9.60047	 1.39913	 3.31724	387.34603	-1348.625516	-2864705.175501	167454.143859
7457	10.46968	 9.67654	10.30584	10.60495	 9.60047	 1.39913	 3.31724	387.34603	-1348.716090	-2864566.744207	167134.563910
7458	 9.95075	 9.65410	10.28195	10.19664	 9.57821	 1.39589	 3.28148	391.43733	-1348.439306	-2864509.013870	167630.402809
7459	10.22705	10.00593	10.29515	10.20973	 9.59051	 1.39768	 3.28570	390.93512	-1348.788641	-2864679.913551	167102.630750
7460	10.24704	10.02548	10.61607	10.22969	 9.60926	 1.40041	 3.29212	399.02910	-1348.754402	-2864660.797241	167151.992515
7461	10.21252	 9.99171	10.58031	10.19523	 9.57688	 1.39570	 3.28103	410.43423	-1348.564405	-2864685.708043	167556.897045
7462	10.01677	10.32610	10.56559	10.56382	 9.56356	 1.39376	 3.27646	411.00587	-1348.545401	-2864698.587125	167607.785174
7463	 9.63987	10.57134	10.54261	10.38685	 9.54276	 1.39072	 3.26934	424.18494	-1348.330696	-2864560.618211	167899.226497
7464	 9.61309	10.54197	10.51332	10.35800	 9.51625	 1.38686	 3.26025	428.66115	-1348.566335	-2864591.168079	167458.497995
7465	 9.04622	10.94947	10.47859	10.32377	 9.48481	 1.38228	 3.28264	421.59405	-1348.537642	-2864535.162046	167459.877487
7466	 9.06948	10.97763	10.41094	10.78991	 9.50920	 1.38583	 3.30734	414.57277	-1348.681558	-2864559.526302	167196.410217
7467	 9.04795	10.51641	10.38622	10.26163	 9.65899	 1.38254	 3.26873	410.32816	-1348.549243	-2864633.019099	167534.532377
7468	 8.66108	10.28375	10.40633	10.52724	 9.48636	 1.38522	 3.26148	409.53539	-1348.594449	-2864619.752755	167430.854664
7469	 8.46798	10.32494	10.07995	10.20317	 9.52436	 1.39077	 3.27454	407.90157	-1348.645573	-2864650.848697	167359.701739
7470	 8.49748	10.36091	10.30113	10.23872	 9.55754	 1.39561	 3.28595	415.41874	-1348.638702	-2864579.132535	167301.728438
7471	 8.85024	10.39890	10.33891	10.27626	 9.59259	 1.40073	 3.29800	403.13148	-1348.582182	-2864585.337041	167420.972846
7472	 8.82770	10.37242	10.31258	10.25010	 9.56816	 1.39716	 3.28960	397.24287	-1349.113758	-2864696.620070	166469.104498
7473	 8.81133	10.72855	10.29346	10.23109	 9.55042	 1.39457	 3.28350	410.22579	-1348.789440	-2864570.056729	166991.177369
7474	 8.84036	10.76388	10.32736	10.61900	 9.58188	 1.39917	 3.31451	403.09863	-1349.008295	-2864531.952322	166515.362345
7475	 9.14109	10.35084	10.28650	10.57698	 9.54396	 1.39363	 3.30139	404.70007	-1348.944929	-2864643.136238	166753.278207
7476	 9.17497	10.38920	10.32462	10.61618	 9.57933	 1.39879	 3.29501	412.93899	-1348.773898	-2864611.621232	167063.824350
7477	 9.11752	10.32415	10.25997	10.54970	 9.51935	 1.39004	 3.29259	426.52477	-1348.456283	-2864640.168405	167727.602561
7478	 9.21297	10.35068	10.28634	10.57682	 9.54382	 1.39361	 3.27757	425.43137	-1348.155079	-2864642.083423	168331.926151
7479	 9.54708	10.66088	10.31132	10.60250	 9.56699	 1.39699	 3.30804	424.40093	-1348.392193	-2864654.108924	167869.722619
7480	 9.31595	10.70303	10.35209	10.64442	 9.60482	 1.40252	 3.32112	415.93280	-1348.500011	-2864651.083661	167651.060967
7481	 9.61764	10.99321	10.32357	10.61509	 9.57836	 1.39865	 3.31197	409.77381	-1348.546688	-2864650.210704	167556.833953
7482	 9.78793	10.95184	10.28472	10.57515	 9.54232	 1.39339	 3.29951	411.32146	-1348.428311	-2864739.873025	167883.251050
7483	 9.75964	10.92019	10.25499	10.28743	 9.51473	 1.38936	 3.28997	412.51389	-1348.778654	-2864670.467269	167113.159186
7484	 9.41648	10.53819	10.27479	10.30728	 9.76698	 1.39204	 3.29632	403.48771	-1348.745319	-2864636.384294	167145.745425
7485	 9.60048	10.15132	10.29455	10.32710	 9.58567	 1.39472	 3.30266	411.60397	-1348.904381	-2864548.808031	166740.045446
7486	 9.70441	10.12685	10.26973	10.84690	 9.56256	 1.39136	 3.29470	402.87667	-1348.906101	-2864610.728497	166798.526317
7487	 9.71942	10.14252	10.28561	10.48723	 9.57735	 1.39351	 3.29980	411.52056	-1348.592832	-2864487.575066	167301.911837
7488	 9.68091	10.39477	10.24486	10.44567	 9.53940	 1.38799	 3.30406	405.95198	-1348.641619	-2864611.735259	167328.496819
7489	 9.49354	10.41689	10.15623	10.46790	 9.55970	 1.39094	 3.31109	414.37894	-1348.733616	-2864653.778663	167186.546406
