Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	m_C->A	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
7118	 9.32003	 9.73681	 9.86285	12.72910	10.12219	 1.34907	 3.19529	414.90233	-1348.719634	-2864452.686214	167013.417843
7119	 9.29617	10.04985	 9.83760	12.69652	10.09628	 1.34562	 3.18711	415.96714	-1349.038385	-2864635.024677	166558.255165
7120	 9.31085	 9.98328	 9.85313	12.21307	10.11222	 1.34774	 3.19215	429.05441	-1349.036762	-2864611.692835	166538.168399
7121	 8.92297	10.00992	 9.87942	12.24565	10.04453	 1.35134	 3.17077	418.92877	-1348.738619	-2864571.552245	167094.313249
7122	 9.09076	 9.79452	 9.85545	11.89980	 9.65231	 1.34806	 3.16308	419.94780	-1348.406979	-2864581.322108	167767.364163
7123	 9.06364	 9.82288	 9.88400	11.93426	 9.68027	 1.35196	 3.20239	418.73497	-1348.547819	-2864574.553109	167478.914577
7124	 9.15697	 9.84825	 9.90952	11.96508	 9.70527	 1.35546	 3.21066	425.03852	-1348.872872	-2864607.453108	166861.708187
7125	 8.94322	10.19880	 9.90952	11.96508	 9.70527	 1.35546	 3.23745	425.03852	-1348.739187	-2864547.684388	167069.311277
7126	 8.93934	 9.96653	 9.90523	11.52423	 9.53329	 1.35487	 3.23605	425.22267	-1348.771572	-2864471.160194	166928.016338
7127	 8.91512	 9.93953	 9.87840	11.96096	 9.50747	 1.35358	 3.22728	426.37786	-1348.752480	-2864575.599711	167070.639824
7128	 8.90121	 9.51259	 9.86298	11.40210	 9.49263	 1.35511	 3.22224	427.04426	-1348.584147	-2864492.014525	167323.720461
7129	 8.92008	 9.97134	 9.88388	11.42627	 9.51275	 1.35748	 3.20075	426.14106	-1348.529976	-2864482.935690	167422.984229
7130	 9.25022	 9.93794	 9.85079	11.38800	 9.48089	 1.35293	 3.19003	427.57291	-1348.521720	-2864599.631140	167556.190830
7131	 9.56206	 9.96894	 9.88151	11.42352	 9.51046	 1.35715	 3.19998	417.86559	-1348.339389	-2864521.096557	167842.318458
7132	 9.53444	 9.62638	 9.85297	10.80588	 9.48299	 1.35323	 3.19074	425.15825	-1348.497871	-2864600.802365	167605.060426
7133	 9.60434	 9.81675	 9.82763	11.11889	 9.45861	 1.34975	 3.18253	434.33760	-1348.512948	-2864572.833233	167546.938130
7134	 9.64034	10.53227	 9.86446	11.16056	 9.66760	 1.35481	 3.19446	432.71598	-1348.597108	-2864673.172831	167478.956717
7135	 9.68206	10.57785	 9.90715	11.20886	 9.70944	 1.36068	 3.20828	425.28298	-1348.830021	-2864636.861697	166976.818912
7136	 9.69932	10.59672	10.30692	11.22885	 9.72675	 1.36310	 3.21401	414.22546	-1348.782886	-2864545.751826	166979.979613
7137	 9.72249	10.11132	10.09007	11.25567	 9.74998	 1.36636	 3.22168	417.31073	-1348.960558	-2864468.873039	166547.756479
7138	 9.69657	10.36594	10.06317	11.22566	 9.72399	 1.36272	 3.21309	422.16307	-1348.888093	-2864560.320700	166784.135651
7139	 9.35133	10.80106	10.03238	11.19131	 9.69423	 1.35855	 3.17454	423.45904	-1348.521735	-2864549.302905	167505.832397
7140	 9.31800	10.76257	 9.99662	11.15142	 9.65968	 1.35370	 3.16323	429.53639	-1348.551579	-2864613.996889	167510.839599
7141	 9.29829	10.73980	 9.97547	10.73293	 9.63924	 1.35084	 3.15654	423.29669	-1348.460758	-2864547.337883	167625.821318
7142	 9.26793	10.60387	 9.94290	10.69789	 9.60777	 1.34643	 3.13447	424.68324	-1348.256613	-2864529.542438	168016.315551
7143	 9.28593	10.62446	 9.96221	10.71867	 9.62643	 1.34904	 3.12710	423.85998	-1348.406501	-2864566.894852	167753.892734
7144	 9.58760	10.62446	 9.96221	10.71867	 9.62643	 1.34904	 3.12710	430.13385	-1348.319983	-2864572.674589	167932.708975
7145	 9.60148	10.63984	 9.97663	10.73419	 9.64037	 1.35100	 3.15703	429.51210	-1348.582312	-2864685.431848	167520.807998
7146	 9.22340	10.76798	 9.93620	10.69069	 9.60130	 1.34552	 3.14423	425.94260	-1348.515215	-2864597.451006	167567.020248
7147	 9.18451	10.72258	 9.89431	10.73749	 9.56082	 1.33985	 3.13098	427.74607	-1348.475429	-2864589.989999	167639.132963
7148	 9.18451	10.31036	 9.89431	10.73749	 9.56082	 1.33985	 3.10213	437.51750	-1348.548579	-2864622.373459	167525.215654
7149	 8.84465	10.70116	 9.92205	10.55954	 9.85357	 1.34361	 3.11083	436.29436	-1348.430286	-2864531.109605	167670.538205
7150	 9.22486	10.16349	 9.95577	10.59543	 9.88706	 1.34817	 3.14104	444.07290	-1348.623800	-2864712.938291	167465.338390
7151	 9.34565	10.19287	 9.89583	10.62605	 9.91563	 1.35207	 3.15012	439.64464	-1348.585062	-2864685.960936	167515.836397
7152	 9.60968	10.17948	 9.88283	10.61209	 9.66679	 1.35029	 3.10224	446.17859	-1347.970198	-2864620.186042	168679.790562
7153	 9.64136	10.17916	 9.91542	10.64708	 9.69867	 1.35475	 3.11247	438.40341	-1348.087257	-2864584.476460	168409.962634
7154	 9.64136	10.17916	10.14288	11.08735	 9.69867	 1.35475	 3.12171	442.49066	-1348.604829	-2864569.377667	167359.720598
7155	 9.67057	10.20999	10.17360	11.22396	 9.72804	 1.35885	 3.13116	430.27853	-1348.376229	-2864625.699256	167873.242116
7156	10.00650	 9.78820	10.50999	11.23707	 9.73941	 1.35093	 3.15267	429.77644	-1348.498610	-2864696.656998	167699.437943
7157	 9.98512	 9.84130	10.48754	10.95286	 9.71860	 1.34685	 3.14594	424.28153	-1348.893806	-2864540.662709	166753.050564
7158	 9.32817	 9.86802	10.51601	10.56002	 9.74498	 1.35051	 3.15448	423.13290	-1348.899901	-2864612.813470	166813.010947
7159	 9.36023	10.35607	10.55215	10.81049	 9.77848	 1.35515	 3.16532	426.86842	-1348.698797	-2864563.928009	167166.333092
7160	 9.38365	10.08863	10.57855	11.10506	 9.80294	 1.35854	 3.17324	425.80301	-1348.859724	-2864599.049426	166879.600540
7161	 9.35382	 9.77476	10.54492	11.06976	 9.77178	 1.35422	 3.18792	434.22919	-1348.647823	-2864532.216184	167236.569436
7162	 9.24905	10.09186	10.57477	11.10109	 9.79944	 1.35805	 3.19694	433.00358	-1348.288120	-2864601.157925	168024.918574
7163	 9.26471	10.10894	10.59267	11.11988	 9.81602	 1.36035	 3.20235	424.57490	-1348.451325	-2864510.594354	167607.943391
7164	 9.32807	 9.84088	10.62614	11.73469	 9.84704	 1.36465	 3.21247	423.23738	-1348.581371	-2864502.425568	167339.684132
7165	 8.99479	 9.81361	10.59670	11.70217	 9.81976	 1.36087	 3.20357	424.41345	-1348.478643	-2864486.988105	167529.701885
7166	 8.69740	10.00346	10.55405	11.89832	 9.78024	 1.35539	 3.19068	434.15395	-1348.700714	-2864575.885192	167174.457837
7167	 8.48830	10.05638	10.60989	12.38754	 9.83198	 1.36256	 3.20756	431.86915	-1348.727886	-2864593.342666	167137.571146
7168	 8.78351	 9.83140	10.63654	11.85396	 9.85668	 1.36599	 3.21561	437.91296	-1348.530716	-2864556.811859	167495.379679
7169	 8.81031	 9.86140	10.66900	11.73548	 9.88676	 1.37015	 3.24144	432.94610	-1348.637857	-2864555.002934	167279.288363
7170	 8.64316	10.25879	10.44101	11.77635	 9.92119	 1.37493	 3.22996	421.85161	-1348.670991	-2864474.559332	167132.576399
7171	 9.09198	10.25879	10.44101	11.77635	 9.92119	 1.37493	 3.22996	415.87521	-1349.114524	-2864504.199284	166275.151664
7172	 9.10674	 9.90341	10.45796	12.12534	 9.93729	 1.37716	 3.21093	420.54788	-1349.058455	-2864408.959286	166292.048688
7173	 8.93626	 9.86703	10.41954	12.08080	 9.90078	 1.37210	 3.19914	422.09844	-1349.042790	-2864487.226816	166401.645941
7174	 8.91857	 9.93031	10.39892	11.70959	 9.88119	 1.36938	 3.19280	418.60787	-1349.005172	-2864605.358088	166595.014322
7175	 8.94831	 9.96343	10.43359	11.74864	 9.91414	 1.37395	 3.18173	409.23140	-1348.851422	-2864603.254034	166900.409976
7176	 8.92050	 9.93246	10.40117	11.71213	 9.88333	 1.36968	 3.15502	420.17541	-1348.950396	-2864588.883777	166688.092656
7177	 8.95725	 9.97338	10.44401	11.52007	 9.92404	 1.37532	 3.19356	411.90491	-1349.152038	-2864624.012565	166319.936918
7178	 8.97672	10.29701	10.46671	11.54511	 9.94561	 1.37831	 3.22492	407.75424	-1349.131232	-2864619.179384	166356.714918
7179	 8.99359	10.31636	10.48638	12.04549	 9.96430	 1.38090	 3.23098	406.98945	-1349.248340	-2864628.993058	166132.312978
7180	 9.17625	10.27606	10.02865	11.54094	 9.92538	 1.37551	 3.21836	403.91034	-1348.936850	-2864531.279122	166657.579592
7181	 9.64132	 9.81220	 9.99870	11.76408	 9.89575	 1.37140	 3.20875	400.06227	-1348.941215	-2864535.347505	166652.917631
7182	 9.60933	10.22499	 9.96553	11.72505	 9.47707	 1.36685	 3.19810	398.10899	-1349.092220	-2864569.438366	166384.998630
7183	 9.41149	10.20234	 9.85764	11.69907	 9.45608	 1.36382	 3.18169	398.99288	-1349.027085	-2864488.249685	166434.080053
7184	 9.37475	 9.75984	 9.81916	11.65340	 9.41916	 1.35850	 3.16927	395.54084	-1348.971818	-2864542.318227	166598.682440
7185	 9.35672	 9.74107	10.02977	11.63099	 9.40105	 1.35589	 3.16317	405.17003	-1348.940449	-2864516.486565	166635.588823
7186	 9.39265	 9.77848	 9.85855	11.67566	 9.43715	 1.36109	 3.17532	408.90228	-1349.113928	-2864589.215805	166361.359633
7187	 9.68692	 9.81552	 9.89589	11.96262	 9.47290	 1.36625	 3.18735	407.35934	-1349.103677	-2864538.126159	166330.772741
7188	 9.71440	 9.84336	 9.81305	11.99656	 9.49977	 1.37012	 3.19639	398.01424	-1349.374976	-2864572.449608	165822.497486
7189	 9.68632	 9.81491	10.18979	11.96188	 9.47231	 1.36616	 3.18715	390.03645	-1349.384235	-2864612.185033	165843.714482
7190	 9.32738	 9.79088	 9.95027	11.93259	 9.44912	 1.36282	 3.17935	390.99369	-1349.264587	-2864685.209898	166156.036424
7191	 9.35558	 9.82048	 9.98036	12.23249	 9.47769	 1.36694	 3.18896	396.20469	-1349.130862	-2864622.633730	166360.909928
7192	 9.38841	 9.85494	10.31037	12.27541	 9.51094	 1.37173	 3.20015	389.84667	-1349.408425	-2864620.924947	165804.074156
7193	 9.36275	 9.82800	10.28219	12.24186	 9.70062	 1.36799	 3.19140	399.18006	-1349.248638	-2864576.617935	166079.341657
7194	 9.36275	 9.82800	10.28219	12.71484	 9.70062	 1.36799	 3.19140	406.84405	-1349.024291	-2864529.852400	166481.269946
7195	 9.37894	 9.84500	10.04391	12.73683	 9.71739	 1.37035	 3.18108	411.98173	-1349.163007	-2864603.696786	166277.683735
7196	 9.76511	10.19206	10.06318	12.29650	 9.32686	 1.37298	 3.18719	411.19269	-1349.026769	-2864608.578628	166555.039755
7197	 9.82566	10.16323	10.03472	12.09929	 9.30048	 1.36910	 3.14927	416.97384	-1348.774990	-2864553.301322	167003.320859
7198	 9.80021	10.13691	10.00873	12.06796	 9.27640	 1.36555	 3.16202	418.05651	-1348.894779	-2864590.990904	166801.432963
7199	 9.80021	10.13691	 9.75767	12.06796	 9.44470	 1.36555	 3.17403	410.79188	-1349.083092	-2864653.011333	166486.826938
7200	 9.80021	10.13691	 9.75767	12.06796	 9.44470	 1.36555	 3.14919	421.58863	-1348.837409	-2864672.188378	166997.370376
7201	 9.82520	10.36618	10.05898	12.09873	 9.46878	 1.36903	 3.15722	415.56269	-1348.698250	-2864649.027758	167252.527641
7202	10.37398	10.35407	10.04723	12.08460	 9.45772	 1.36743	 3.15353	405.96173	-1349.018911	-2864616.904959	166579.083523
7203	10.34164	10.32179	10.01591	12.04692	 9.42823	 1.36317	 3.16708	407.23134	-1348.771252	-2864621.512089	167079.007746
7204	10.02524	10.73404	 9.82925	11.98727	 9.38154	 1.35642	 3.15139	409.25800	-1348.764652	-2864511.238638	166981.934574
7205	 9.98889	10.69512	 9.79362	11.94380	 9.34753	 1.35150	 3.13997	410.74720	-1348.670342	-2864637.046774	167296.362986
7206	10.44338	10.50772	 9.79978	11.95131	 9.35341	 1.35235	 3.15717	415.04761	-1348.695956	-2864638.030566	167246.119023
7207	10.73149	10.52830	10.13305	11.97473	 9.72390	 1.35500	 3.16336	409.45086	-1348.746234	-2864656.495182	167164.026722
7208	10.73149	10.52830	10.13305	11.97473	 9.72390	 1.35500	 3.19960	403.69401	-1349.110781	-2864572.607797	166351.045486
7209	10.71009	 9.98841	10.11285	11.95085	 9.70452	 1.35230	 3.19322	415.41924	-1348.768202	-2864546.260872	167009.857725
7210	10.33636	 9.96942	10.09362	11.92813	 9.68607	 1.34973	 3.18715	416.21056	-1348.773031	-2864644.244815	167098.183505
7211	10.71737	10.00143	10.12603	11.96643	 9.71717	 1.35406	 3.17695	407.43102	-1348.740395	-2864640.016149	167159.225628
7212	10.75729	10.03869	10.16375	11.52254	 9.75336	 1.35911	 3.16943	401.07024	-1348.810862	-2864618.842694	166997.117837
7213	10.79941	10.33295	10.20355	11.34029	 9.79155	 1.36443	 3.18184	399.50603	-1348.787416	-2864625.723648	167050.891648
7214	10.78576	10.63731	 9.87908	11.65927	 9.67457	 1.36270	 3.17782	400.01185	-1348.817466	-2864500.863076	166865.931874
7215	10.40299	10.25806	 9.87908	11.65927	 9.67457	 1.36270	 3.17782	411.24583	-1348.924561	-2864623.918107	166774.795712
7216	 9.81952	10.56430	10.34745	11.42310	 9.76227	 1.35339	 3.16705	410.60852	-1348.681352	-2864650.300601	167287.595738
7217	10.12666	10.57952	10.36235	11.96244	 9.77633	 1.35534	 3.17162	414.65550	-1348.742253	-2864509.628962	167025.123270
7218	10.11202	10.56422	10.34737	11.39847	 9.76220	 1.35338	 3.17706	424.24773	-1348.636322	-2864504.201364	167231.558338
7219	10.07051	10.74862	10.30490	11.59448	 9.72213	 1.34783	 3.16402	425.99642	-1348.370519	-2864493.864774	167752.826889
7220	10.09686	10.41017	10.33186	11.26947	 9.74757	 1.35136	 3.16245	434.64928	-1348.644303	-2864420.609982	167132.003988
7221	10.08021	10.79916	10.31482	11.25088	 9.73149	 1.34913	 3.15723	443.16202	-1348.377302	-2864511.476947	167756.873195
7222	10.04088	10.94943	10.27458	10.69012	 9.69352	 1.34386	 3.14492	448.38164	-1347.949293	-2864554.412445	168655.825648
7223	 9.71702	10.56145	10.25206	10.30880	 9.63213	 1.34092	 3.13802	453.34558	-1347.932363	-2864501.384689	168636.658921
7224	 9.87916	10.93895	 9.84511	10.27843	 9.81419	 1.33697	 3.12878	460.13965	-1347.830927	-2864678.698031	169016.843475
7225	10.17023	10.47431	 9.82458	10.71690	 9.79372	 1.33418	 3.12225	461.10121	-1347.843289	-2864497.468489	168810.889966
7226	10.14376	10.44705	 9.79902	10.68902	 9.76824	 1.33071	 3.11413	462.30425	-1348.005951	-2864498.520588	168486.618641
7227	10.12733	10.65876	 9.78314	10.67170	 9.77130	 1.32855	 3.08568	463.05426	-1347.937613	-2864463.251231	168588.024342
7228	10.14934	10.88362	 9.80441	10.69490	 9.79254	 1.33144	 3.11403	448.94937	-1347.952625	-2864518.712180	168613.461561
7229	10.10140	10.83220	 9.91637	10.64438	 9.74629	 1.32515	 3.08633	451.08015	-1348.047205	-2864512.637845	168418.228292
7230	10.11113	10.84264	 9.92593	10.89361	 9.75568	 1.32643	 3.08931	443.17313	-1348.052728	-2864527.960616	168422.503764
7231	10.11113	11.06007	 9.92593	10.81769	 9.75568	 1.32643	 3.08931	443.17313	-1348.170477	-2864590.407953	168249.453511
7232	 9.75085	10.60396	 9.93521	10.82781	 9.76480	 1.32767	 3.09220	441.58130	-1348.448910	-2864621.714925	167723.895127
7233	 9.37227	10.57290	 9.90611	10.79609	 9.73620	 1.32378	 3.08314	442.87852	-1348.697845	-2864567.609070	167171.918209
7234	 9.34646	10.24747	 9.87882	10.76635	 9.70938	 1.32013	 3.10640	444.10189	-1348.381435	-2864486.604034	167723.734720
7235	 8.89394	10.19978	 9.83285	10.71625	 9.66420	 1.31399	 3.10944	446.17833	-1348.598772	-2864590.210816	167392.667503
7236	 8.86401	10.16546	 9.92094	10.68019	10.09928	 1.30957	 3.09898	443.70835	-1348.191891	-2864484.779598	168100.997170
7237	 9.13350	10.51570	 9.81294	10.70925	10.12676	 1.31313	 3.10741	442.50445	-1348.286754	-2864502.006330	167928.499294
7238	 8.79813	10.51570	 9.81294	10.70925	10.12676	 1.31313	 3.08557	442.50445	-1348.198461	-2864397.181189	168000.259316
7239	 8.39329	10.53016	 9.82643	10.72397	10.14068	 1.31494	 3.06684	441.89696	-1348.358689	-2864440.644968	167723.266767
7240	 8.64641	10.28136	 9.79876	10.69378	10.11213	 1.31123	 3.05820	443.14466	-1348.172482	-2864378.653963	168033.689499
7241	 8.65927	10.29665	 9.81333	10.70968	10.12716	 1.31318	 3.06275	442.48659	-1348.268203	-2864385.965212	167849.558762
7242	 8.81470	10.30969	 9.82576	10.96806	10.13999	 1.31485	 3.06663	434.82580	-1348.501562	-2864484.517376	167481.393895
7243	 8.79491	 9.82018	 9.55787	10.94343	10.11722	 1.31189	 3.05974	435.80430	-1348.200619	-2864433.758349	168032.521025
7244	 8.99753	 9.47497	 9.55787	10.58066	10.09876	 1.31189	 3.03022	444.08938	-1348.270092	-2864417.267324	167877.083486
7245	 8.99753	 9.47497	 9.89241	10.58066	10.09876	 1.31189	 3.03022	444.08938	-1348.457103	-2864422.786096	167508.579983
7246	 9.01810	 9.49663	 9.91502	10.78724	10.12184	 1.31489	 3.01702	443.07657	-1347.965447	-2864464.153905	168533.259148
7247	 8.41573	 9.75040	 9.88729	10.36628	10.09354	 1.31122	 3.00858	444.31909	-1348.192590	-2864578.780323	168193.600850
7248	 8.00229	10.15372	 9.85282	10.33014	10.05835	 1.30664	 2.99809	452.49609	-1348.123670	-2864496.671312	168249.331718
7249	 8.00229	 9.85697	 9.85282	10.33014	10.05835	 1.30664	 2.99809	447.73418	-1348.013748	-2864506.003450	168478.508180
7250	 8.40816	 9.89424	 9.89008	10.36920	10.09638	 1.31159	 3.00943	451.04085	-1348.304742	-2864398.277855	167788.793849
7251	 8.38783	 9.52638	 9.91259	10.34414	10.07198	 1.30841	 3.00215	446.96390	-1348.272882	-2864531.612785	167985.849504
7252	 8.41280	 9.55473	 9.55109	10.37493	10.10196	 1.31231	 3.01109	445.63738	-1348.103190	-2864525.814488	168319.435349
7253	 8.41280	 9.80517	 9.55109	10.37493	10.10196	 1.31231	 3.01109	448.60240	-1348.098538	-2864566.351207	168369.274616
7254	 8.38746	 9.77564	 9.52233	10.34368	10.07153	 1.30836	 3.00202	443.72929	-1348.183409	-2864516.049073	168149.231619
7255	 8.40604	 9.79730	10.00004	10.36659	10.09384	 1.31125	 3.00867	431.55121	-1348.128066	-2864438.390252	168182.258311
7256	 8.43861	 9.66927	 9.79652	10.40676	10.13295	 1.31634	 3.02033	421.51889	-1348.653735	-2864616.057091	167308.588043
7257	 8.45889	 9.69250	 9.82006	10.43177	10.15731	 1.31950	 3.02759	430.37213	-1348.532414	-2864545.663304	167480.834954
7258	 8.76764	 9.47957	 9.82006	10.43177	10.15731	 1.31950	 2.99621	430.37213	-1348.654869	-2864638.189769	167328.451661
7259	 8.76764	 9.47957	 9.82006	 9.81884	10.01208	 1.31950	 2.99621	436.37711	-1348.259585	-2864499.438601	167980.268897
7260	 8.92212	 8.94537	 9.48131	 9.79018	 9.98285	 1.31565	 3.01092	437.65495	-1348.383247	-2864472.652462	167706.158327
7261	 9.08133	 9.36961	 9.45874	10.08940	 9.95908	 1.31251	 3.00375	438.69956	-1348.226705	-2864465.658504	168012.248535
7262	 9.11170	 9.61776	 9.49037	 9.65784	 9.99239	 1.31690	 3.01379	437.23739	-1347.943183	-2864443.416634	168557.050448
7263	 9.11170	 9.25450	 9.49037	10.15422	 9.99239	 1.31690	 3.01379	442.69158	-1348.013615	-2864484.080529	168456.850027
7264	 9.71312	 9.25450	 9.49037	10.15422	 9.99239	 1.31690	 3.02518	442.69158	-1348.211785	-2864423.922965	168000.353664
7265	 9.32335	 9.57141	 9.52301	10.18914	10.02675	 1.32143	 3.02891	441.17425	-1348.352755	-2864506.775673	167801.266399
7266	 9.34356	 9.59216	 9.54366	10.33789	10.04849	 1.32430	 3.01471	440.21974	-1348.252465	-2864509.323197	168004.392788
7267	 9.38257	 9.99003	 9.58350	10.23951	10.09044	 1.32983	 3.02729	444.90576	-1348.044623	-2864436.629607	168347.384175
7268	 9.34937	 9.95467	 9.54958	10.20328	10.05473	 1.32512	 3.01658	446.48578	-1348.164560	-2864468.188505	168139.067763
7269	 9.32288	 9.92648	 9.52253	10.17438	10.02625	 1.32137	 3.00804	443.26427	-1348.100156	-2864414.229902	168213.917926
7270	 9.32288	 9.60404	 9.31563	10.66920	10.02625	 1.32137	 3.00804	448.84031	-1348.091561	-2864504.349065	168321.226572
7271	 9.11935	 9.82877	 9.35979	10.71112	10.07378	 1.32763	 3.02229	446.72262	-1347.977530	-2864454.116744	168499.056047
7272	 9.18625	 9.84246	 9.37282	10.72604	 9.90775	 1.32948	 3.02650	446.10150	-1347.997311	-2864487.689541	168493.067776
7273	 9.16373	 9.81832	 9.34984	10.69973	 9.88345	 1.32622	 3.03783	437.84950	-1347.799464	-2864504.913722	168905.985210
7274	 9.42754	 9.60646	 9.38772	10.43481	 9.92350	 1.33159	 3.02785	436.33227	-1347.631072	-2864457.963558	169195.818588
7275	 9.11896	 9.62109	 9.40202	10.45070	 9.93861	 1.33362	 3.01628	444.67449	-1347.944795	-2864418.202327	168528.611907
7276	 9.09189	 9.59253	 9.37411	10.61103	 9.90910	 1.32966	 3.03640	436.62641	-1348.222421	-2864465.709467	168020.867194
7277	 9.07537	 9.57510	 9.35707	10.59175	 9.89110	 1.32725	 3.03089	444.88511	-1348.125803	-2864530.165082	168278.558991
7278	 9.51938	 9.93783	 9.39183	10.63110	 9.92784	 1.33218	 3.04215	443.23859	-1348.217141	-2864571.405394	168137.123209
7279	 9.47805	 9.89468	 9.07176	10.58494	 9.88473	 1.32639	 3.02894	453.59015	-1347.835794	-2864589.985839	168918.398473
7280	 9.65453	 9.91610	 9.09139	10.60785	 9.90613	 1.32926	 3.03549	445.13218	-1347.902456	-2864557.292042	168752.379893
7281	 9.93896	 9.88679	 9.28775	10.57649	 9.87685	 1.32533	 3.02652	455.47119	-1347.868089	-2864590.549707	168854.370754
7282	 9.60601	 9.90858	 9.30821	10.86834	 9.91150	 1.32825	 3.03319	454.46971	-1347.944501	-2864595.713298	168706.710940
7283	 9.57923	 9.60514	 9.28227	10.40494	 9.88388	 1.32455	 3.02474	453.48712	-1347.889918	-2864664.394528	168884.557727
7284	 9.57923	 9.60514	 9.67535	10.88668	 9.88388	 1.32455	 3.02474	463.23004	-1347.698081	-2864551.233856	169155.071297
7285	 9.47258	 9.19750	 9.46740	10.90901	 9.82985	 1.32727	 3.01045	462.28164	-1347.663640	-2864609.669695	169282.388961
7286	 9.49228	 9.21663	 9.48709	10.75992	 9.85029	 1.33003	 3.01671	461.32217	-1347.994193	-2864500.657773	168512.272628
7287	 9.53287	 9.25604	 9.52765	10.80593	 9.89241	 1.33572	 3.02961	452.05861	-1347.868660	-2864610.240096	168872.920232
7288	 9.09476	 9.27770	 9.54995	10.83121	 9.91556	 1.33884	 3.03670	451.00343	-1347.641057	-2864508.776845	169226.662014
7289	 9.45001	 9.54941	 9.54995	10.83121	 9.91556	 1.33884	 3.03670	446.58366	-1348.117438	-2864512.195518	168277.320107
7290	 9.45001	 9.54941	 9.54995	10.83121	 9.91556	 1.33884	 3.02044	436.99614	-1347.820477	-2864478.284376	168837.329394
7291	 9.52996	 9.57549	 9.57602	11.24984	 9.94263	 1.34250	 3.04279	423.67217	-1348.310292	-2864578.242255	167957.658945
7292	 9.89184	 9.61439	 9.54439	10.81824	 9.90979	 1.33806	 3.04446	435.79295	-1348.274525	-2864479.547842	167930.497923
7293	 9.92808	 9.64962	 9.57935	10.85788	 9.94609	 1.34297	 3.05562	434.20221	-1348.076071	-2864631.182326	168479.039734
7294	 9.93875	 9.65998	 9.75237	10.86954	 9.95677	 1.34441	 3.05890	433.73639	-1348.524506	-2864630.448000	167581.436025
7295	 9.91415	 9.63608	 9.72824	10.84264	 9.93213	 1.34108	 3.02013	434.81231	-1348.214023	-2864535.081464	168107.035611
7296	10.18989	 9.46315	 9.91057	10.87952	 9.96592	 1.34564	 3.03040	427.97219	-1348.412507	-2864664.959486	167839.945413
7297	 9.78153	 9.43284	 9.87882	10.84467	 9.76524	 1.34133	 3.04225	424.33194	-1348.408231	-2864650.895588	167834.434016
7298	 9.80728	 9.73309	 9.90483	10.87323	 9.79095	 1.34486	 3.05026	423.21761	-1348.365180	-2864554.928564	167824.568374
7299	10.19031	 9.74611	 9.91808	10.57852	 9.80404	 1.34666	 3.05434	415.89066	-1348.185059	-2864585.260317	168215.143286
7300	10.32211	 9.52320	 9.85787	10.78146	 9.77311	 1.34241	 3.04470	423.49993	-1348.287013	-2864618.167390	168044.141589
7301	10.48828	 9.35817	 9.87984	10.80549	 9.79489	 1.34541	 3.07173	422.55821	-1348.570984	-2864642.544883	167500.576090
7302	10.48828	 9.81260	 9.87984	10.80549	 9.79489	 1.34541	 3.07173	422.55821	-1348.443375	-2864601.593630	167714.844506
7303	10.13007	 9.78076	 9.84778	10.77043	 9.76311	 1.34104	 3.07820	423.93379	-1348.491715	-2864510.249537	167526.818600
7304	10.11265	10.10759	10.24774	10.75191	 9.74633	 1.33873	 3.07291	424.66373	-1348.418412	-2864565.853031	167729.029295
7305	 9.89285	10.10759	10.24774	10.75191	 9.74633	 1.33873	 3.07291	429.34416	-1348.572862	-2864583.526675	167437.801988
7306	 9.87017	10.08441	10.22425	10.53338	10.00224	 1.33567	 3.06586	420.07394	-1348.845869	-2864723.112988	167031.374653
7307	 9.41866	10.09962	 9.83375	11.01072	10.01733	 1.33768	 3.10502	419.44139	-1348.558794	-2864613.951774	167496.364694
7308	 9.41866	10.52065	 9.83375	11.21975	10.01733	 1.33768	 3.10502	432.94546	-1348.787672	-2864687.428856	167112.085101
7309	 9.87388	10.49802	10.35831	11.19562	 9.99578	 1.33480	 3.09834	440.57877	-1348.690511	-2864697.162519	167316.141478
7310	 9.90244	10.52838	10.38827	11.22800	10.02469	 1.33866	 3.10730	443.32854	-1348.543559	-2864766.871478	167679.753829
7311	 9.47915	10.50993	10.37006	11.20832	10.01764	 1.33632	 3.12838	444.10703	-1348.703826	-2864616.494475	167208.843059
7312	 9.77655	10.50993	 9.98342	11.20832	10.01764	 1.33632	 3.12838	444.10703	-1348.512974	-2864548.939374	167522.991052
7313	 9.77655	10.50993	 9.98342	11.20832	10.01764	 1.33632	 3.12838	444.10703	-1348.765914	-2864617.377550	167085.549992
7314	 9.77655	10.50993	 9.98342	11.56117	10.01764	 1.33632	 3.12838	444.10703	-1348.563842	-2864607.935483	167480.252283
7315	 9.81709	10.55351	10.02482	11.60911	10.05919	 1.34186	 3.14135	448.13941	-1348.270955	-2864520.132281	167978.221727
7316	 9.68735	10.17784	 9.99975	11.58008	10.03404	 1.33850	 3.15290	449.26283	-1348.238879	-2864547.991951	168070.234719
7317	 9.68735	10.17784	 9.99975	11.24008	10.03404	 1.33850	 3.15290	440.80007	-1348.552171	-2864542.131948	167437.790871
7318	 9.66964	10.15924	 9.98147	11.21954	10.03314	 1.33606	 3.16026	441.60722	-1348.326127	-2864524.991708	167872.737572
7319	 9.69500	10.18588	10.00765	11.24896	10.05945	 1.33956	 3.16855	440.45217	-1348.154593	-2864639.276456	168330.089857
