iteration	C_AB cs	C_AB nc	C_AB_A cs	C_AB_A nc	C_AB_B cs	C_AB_B nc	C_ABC cs	C_ABC nc	C_ABC_A cs	C_ABC_A nc	C_ABC_B cs	C_ABC_B nc	C_ABC_C cs	C_ABC_C nc	C_root cs	C_root nc	C_root_A cs	C_root_A nc	C_root_B cs	C_root_B nc	C_root_C cs	C_root_C nc	C_root_D cs	C_root_D nc	C_root_D->B ms	C_root_D->B nm	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_D cs	P_D nc	P_AB cs	P_AB nc	P_ABC cs	P_ABC nc	P_root cs	P_root nc	
190	0.03151967870265114102235060045131831	137	0.01041640647271265332496348321456026	110	0.01067993190204169322299332378634062	59	0.82708892548333323713194431547890417	3019	0.01041640647271265332496348321456026	110	0.01067993190204169322299332378634062	59	0.01066887423157517229832524918720082	69	3.86890814940112148789808088622521609	6751	0.01041640647271265332496348321456026	110	0.01067993190204169322299332378634062	59	0.01066887423157517229832524918720082	69	0.01098051907379290689781292655879952	11	0.01085006034891682416554381518380978	1	0.01041640647271181198407763446311947	110	0.01067993190204090565853523031591976	59	0.01609534754133730080627451286545693	108	0.12964544547102016536221924525307259	152	0.03151967870264529847368351056502433	137	0.74734734743702024850620091456221417	2843	1.95429989216186505984751420328393579	3591	
195	0.02327793058985367161128898771949025	109	0.01118618589050026680686844571255278	99	0.01137534729893282213486482845610226	65	0.82075955043268022937041905606747605	2997	0.01118618589050026680686844571255278	99	0.01137534729893282213486482845610226	65	0.01130412414142618719725685849653019	77	3.76542563756818937648063183587510139	6742	0.01118618589050026680686844571255278	99	0.01137534729893282213486482845610226	65	0.01130412414142618719725685849653019	77	0.01173016914635770929775659965343948	17	0.01158019589037728204472532667068663	2	0.01118618589049902647958312229548028	99	0.01137534729893160609370816871432908	65	0.01526376208451506698293709263225537	98	0.13115750620358240796647919523820747	132	0.02327793058984824886570308422051312	109	0.76212421356437154429386282572522759	2867	1.85855031546375970563644841604400426	3630	
200	0.02967781362246760604173267950045556	123	0.00979516983613695768617901649122359	106	0.01002859772852636791040659147711267	53	0.80657816184327113528951258558663540	3054	0.00979516983613695768617901649122359	106	0.01002859772852636791040659147711267	53	0.00998529526316156712528737671163981	62	3.70843001568299168724252012907527387	6766	0.00979516983613695768617901649122359	106	0.01002859772852636791040659147711267	53	0.00998529526316156712528737671163981	62	0.01027369208298788659516898036372368	13	0.01018198327427770506770077219016457	1	0.00979516983613675819297927915840773	106	0.01002859772852618229499466195875357	53	0.01508669180879569290953945426281280	99	0.13045060114153486652277535995381186	128	0.02967781362246768583901257443358190	123	0.73155537428470918115408494486473501	2894	1.81792484426481171233547229348914698	3597	
205	0.03035778955774075249518517694014008	104	0.00999585636883856647194601663386493	86	0.01014601557135150732003037177264559	58	0.86899636584769657243754181763506494	3025	0.00999585636883856647194601663386493	86	0.01014601557135150732003037177264559	58	0.01010798078182546799741459153665346	61	3.88242560980327233721709490055218339	6781	0.00999585636883856647194601663386493	86	0.01014601557135150732003037177264559	58	0.01010798078182546799741459153665346	61	0.01038184768576627323155570081780752	14	0.01029478405184547189221699881045424	2	0.00999585636883832881482980781129299	86	0.01014601557135127833653154283410913	58	0.01528860572231427981948481686913510	90	0.13234902137405130106984074700449128	140	0.03035778955774090862029801485277858	104	0.79246162957114474334474607530864887	2892	1.88392280474928619504737525858217850	3630	
210	0.02132099895139561579471276786534872	95	0.00801637699053267017978985364834443	112	0.00829101948590551911244528326960790	43	0.80482883685913630955610642558895051	3161	0.00801637699053267017978985364834443	112	0.00829101948590551911244528326960790	43	0.00819127589725824646615937041360667	67	3.72532720505389924881001206813380122	6764	0.00801637699053267017978985364834443	112	0.00829101948590551911244528326960790	43	0.00819127589725824646615937041360667	67	0.00844094779371449936700155802782319	14	0.00838427350468214788170584483850689	1	0.00801637699053115750091880187255811	112	0.00829101948590388847237786507093915	43	0.01181164396413862324730636998992850	96	0.13160153322301632039525998152385000	138	0.02132099895140025444528752984751918	95	0.75114470670689725828594873746624216	3037	1.82422643231985648348825179709820077	3479	
215	0.03865386559292107587770814802752284	153	0.00789963152809199618820112931416588	111	0.00808743432764067425588816462322939	64	0.80035101925171636683131737299845554	3162	0.00789963152809199618820112931416588	111	0.00808743432764067425588816462322939	64	0.00815359374903217026808732725839945	47	3.73439374385494105013094667810946703	6770	0.00789963152809199618820112931416588	111	0.00808743432764067425588816462322939	64	0.00815359374903217026808732725839945	47	0.00831967699001597178753986128185716	8	0.00821860242425207290772881663087901	1	0.00789963152809032564949376364893396	111	0.00808743432763885626568534092939444	64	0.01502647172980707719613935324787235	85	0.12724550828098754595707475800736574	146	0.03865386559292280366229022092738887	153	0.70152832723090496891416023572674021	2971	1.86405889547592984456514386693015695	3470	
220	0.04642413265727841215069204849896778	169	0.00790723769339093766894688286583914	95	0.00809730842819393094311752889780109	45	0.80323365011833269822005831883870997	3198	0.00790723769339093766894688286583914	95	0.00809730842819393094311752889780109	45	0.00805840972426864060595974592615676	52	3.72145680245503118754868410178460181	6793	0.00790723769339093766894688286583914	95	0.00809730842819393094311752889780109	45	0.00805840972426864060595974592615676	52	0.00829302929717575659784856156875321	15	0.00820476921139215442657643961865688	2	0.00790723769338946662343925453342308	95	0.00809730842819235581420134195695937	45	0.01604199402900970128360569333381136	98	0.12608630758499098090119616699666949	141	0.04642413265727957788486790491333522	169	0.68583779455968640892393750618794002	2983	1.85227432749072451478866696561453864	3469	
225	0.03198879532499287331459569827529776	115	0.00868399149439344313072819403487301	101	0.00893494298889797346208130335298847	41	0.80840385958824856338367226271657273	3074	0.00868399149439344313072819403487301	101	0.00893494298889797346208130335298847	41	0.00884008907913927909072437927306964	73	3.74772367927187932679089499288238585	6762	0.00868399149439344313072819403487301	101	0.00893494298889797346208130335298847	41	0.00884008907913927909072437927306964	73	0.00913562473391636882535937758120781	23	0.00905062245066692167005939495538769	4	0.00868399149439250464532769058223494	101	0.00893494298889698466969999657294466	41	0.01422033747045872535685884230360898	113	0.12256785751387723470973156736363308	192	0.03198879532499127043010389570554253	115	0.72810664142564551770675507214036770	2919	1.88897147796363129579333417495945469	3519	
230	0.02363602639587729023484818924316642	99	0.00862735524248701285410234618211689	105	0.00890853975889926638642712930504786	42	0.76874088475492075023254301413544454	3123	0.00862735524248701285410234618211689	105	0.00890853975889926638642712930504786	42	0.00882924977718237136148360377774225	67	3.61895686276506900469485117355361581	6772	0.00862735524248701285410234618211689	105	0.00890853975889926638642712930504786	42	0.00882924977718237136148360377774225	67	0.00907388214516162763811912839173601	14	0.00902000547418989155612489838631518	2	0.00862735524248585232409691769817073	105	0.00890853975889801738552442600393988	42	0.01281420655406239478280028265544388	106	0.12339652471201599526207104418062954	167	0.02363602639587426140765913373797957	99	0.70938391445025439363547548055066727	2985	1.81854637085004933183540742902550846	3496	
235	0.01679785498431656670659251062716066	69	0.00977818146018716652378977016724093	103	0.00999989718531517704502853405301721	67	0.74664895518324203571580710558919236	3093	0.00977818146018716652378977016724093	103	0.00999989718531517704502853405301721	67	0.00995152716329869048428324873611928	79	3.54537678188117100219756139267701656	6740	0.00977818146018716652378977016724093	103	0.00999989718531517704502853405301721	67	0.00995152716329869048428324873611928	79	0.01031407175702305639708455942127330	11	0.01018405810661955623874774801151943	2	0.00977818146018651773720975484138762	103	0.00999989718531447274729728746933688	67	0.01279620985779811315197207477467600	100	0.12133814817267403463052488632456516	161	0.01679785498431475565528359084055410	69	0.70440628441934283188174958922900259	3003	1.79794143003728934537832628848263994	3497	
240	0.02311627869054399750381456613013142	88	0.00978693731104983595525670381221062	119	0.01017680522487898753247748118155869	42	0.74549058111893529154912130252341740	3047	0.00978693731104983595525670381221062	119	0.01017680522487898753247748118155869	42	0.00989688382317787176956080941181426	100	3.54573023053336600085572172247339040	6732	0.00978693731104983595525670381221062	119	0.01017680522487898753247748118155869	42	0.00989688382317787176956080941181426	100	0.01037020885096790953627809983572661	7	0.01029201341289076761242871071999616	0	0.00978693731104936931464166605110222	119	0.01017680522487841854317736078883172	42	0.01367134048112229015303764612099258	139	0.12276738573541495780361287870618980	149	0.02311627869054212400246051117846946	88	0.68802192047405952290972663831780665	2920	1.79116411484288629019090421934379265	3543	
245	0.02088185130738491948609869552910823	78	0.01014068223572158096434936425112028	134	0.01073317381795482576556377551924015	43	0.79845758881104011983609325397992507	2910	0.01014068223572158096434936425112028	134	0.01073317381795482576556377551924015	43	0.01039903230000164754964764313172054	94	3.79558011871100653422672621672973037	6710	0.01014068223572158096434936425112028	134	0.01073317381795482576556377551924015	43	0.01039903230000164754964764313172054	94	0.01086665242239897785636593141589401	19	0.01084354604461568866158316382097837	1	0.01014068223571997981458103765817214	134	0.01073317381795309624625822664256702	43	0.01389174834692516458112265809177188	118	0.12200394310129171471235309809344471	160	0.02088185130738298353469950541239086	78	0.74614002939403156755560075907851569	2808	1.96366082995566637592332881467882544	3659	
250	0.02404765583908050757822039145139570	99	0.00981067094859302754605856478065107	116	0.01019027557753661786255072740914329	47	0.80876760148189086319092666599317454	2908	0.00981067094859302754605856478065107	116	0.01019027557753661786255072740914329	47	0.00994942832357568855694562870439768	94	3.88125336556642475116518653521779925	6739	0.00981067094859302754605856478065107	116	0.01019027557753661786255072740914329	47	0.00994942832357568855694562870439768	94	0.01045529533957232845575724411446572	4	0.01032041697943048355612383204515936	2	0.00981067094859297897380123743005242	116	0.01019027557753656929029340005854465	47	0.01396953737800810634028803036699173	123	0.12524221328172002731804468567133881	139	0.02404765583908062206996980592066393	99	0.74849499566804711392364879429806024	2780	2.01278615354333778597606396942865103	3696	
255	0.02044153194299909090392297628113738	84	0.01072605511207600122169925072057595	100	0.01096908407508131316765442875293957	48	0.80468486761870894330428427565493621	2886	0.01072605511207600122169925072057595	100	0.01096908407508131316765442875293957	48	0.01061468680664787340994781317249362	107	3.81884266437918551417851631413213909	6725	0.01072605511207600122169925072057595	100	0.01096908407508131316765442875293957	48	0.01061468680664787340994781317249362	107	0.01116533950876828253095940368666561	20	0.01110701595018962449523680646734647	4	0.01072605511207623887881545954314788	100	0.01096908407508161154009229676375980	48	0.01391662882662411844514327441402202	136	0.12682350050373394911851221422693925	130	0.02044153194299853926185761565648136	84	0.75402715810796372419844146861578338	2773	1.95616900925258563326281091576674953	3729	
260	0.02055382029211493336018357069860940	80	0.01079790748632234245740768585619662	101	0.01101365453199581317944577563139319	49	0.82386809806461969163393632697989233	2956	0.01079790748632234245740768585619662	101	0.01101365453199581317944577563139319	49	0.01078134247270494568138321511696631	89	3.90126870521114499368309225246775895	6745	0.01079790748632234245740768585619662	101	0.01101365453199581317944577563139319	49	0.01078134247270494568138321511696631	89	0.01123399781707047628831475094557391	16	0.01116333203898776070539522464741822	2	0.01079790748632265297290988570466652	101	0.01101365453199623645197391397232423	49	0.01416764364895622442530598306120737	117	0.12972421576092840744820477993926033	152	0.02055382029211462110995789487333241	80	0.77260476257393639887283143252716400	2848	1.99113757402211200009389813203597441	3653	
265	0.02051582513400108942480670748409466	87	0.01077992927943335031704119586493107	99	0.01100374500104648982368171772350252	48	0.84291495141970695925692780292592943	2988	0.01077992927943335031704119586493107	99	0.01100374500104648982368171772350252	48	0.01094360218839557190306788214684275	70	3.88796876095433185938077258470002562	6771	0.01077992927943335031704119586493107	99	0.01100374500104648982368171772350252	48	0.01094360218839557190306788214684275	70	0.01127908976248367077521717050103689	12	0.01115426252189588227081706861554267	2	0.01077992927943343705321499470528579	99	0.01100374500104665462241193552017648	48	0.01438620371226228579486505765316906	103	0.13067341388935424517647732045588782	171	0.02051582513400057247721086639558052	87	0.79145387149303125795540836406871676	2868	1.94232177842647035781453723757294938	3624	
