Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
3957	 1.56815	 2.84774	 3.79895	 6.53288	 3.06415	 2.28117	 5.54903	 0.15313	 0.16022	 0.68017	-1348.614539037	-1401763.204507047	53148.665470113
3958	 1.62325	 2.91718	 3.79119	 6.27208	 2.89006	 2.30844	 5.53770	 0.15282	 0.15989	 0.67878	-1348.422907876	-1401725.145390687	53302.237514746
3959	 1.71722	 3.07196	 3.94067	 6.09580	 3.03090	 2.23483	 5.55468	 0.15329	 0.16038	 0.68086	-1348.602386501	-1401745.477119715	53143.090618463
3960	 1.65228	 2.96410	 4.05416	 6.44953	 3.10126	 2.17753	 5.56704	 0.15363	 0.16074	 0.68238	-1348.295324390	-1401734.837348797	53439.512959098
3961	 1.71217	 3.04614	 4.03904	 6.23363	 3.20026	 2.16941	 5.40446	 0.15451	 0.16014	 0.67983	-1348.377691429	-1401691.702010655	53314.010581585
3962	 1.77468	 3.19004	 4.18050	 6.49249	 3.21474	 2.16410	 5.39123	 0.15413	 0.15974	 0.67817	-1348.325164370	-1401711.734030045	53386.569660102
3963	 1.77915	 3.30598	 4.12669	 6.50884	 3.22284	 2.16955	 5.44812	 0.15452	 0.16015	 0.69142	-1348.463547633	-1401707.183297978	53243.635664690
3964	 1.69190	 3.47736	 4.03141	 6.98850	 3.35902	 2.24513	 5.43837	 0.15425	 0.15986	 0.69018	-1348.439275107	-1401759.383326502	53320.108219282
3965	 1.75130	 3.46978	 3.84382	 6.97327	 3.21869	 2.24024	 5.38516	 0.15391	 0.15951	 0.68868	-1348.454655403	-1401740.180835287	53285.525432758
3966	 1.88212	 3.47959	 3.62373	 6.63279	 3.22779	 2.24657	 5.66014	 0.15434	 0.15996	 0.67596	-1348.274543207	-1401691.061254261	53416.518046877
3967	 1.88745	 3.34563	 3.45246	 6.36295	 3.17965	 2.25293	 5.44177	 0.15478	 0.16041	 0.67788	-1348.408786551	-1401687.234432207	53278.447881024
3968	 1.84562	 3.35167	 3.24115	 6.16835	 3.01584	 2.25699	 5.56068	 0.15506	 0.16070	 0.67910	-1348.583488532	-1401701.221699930	53117.733168358
3969	 1.84562	 3.30397	 3.15102	 6.33509	 2.94646	 2.25699	 5.68166	 0.15506	 0.16070	 0.67910	-1348.523530464	-1401663.480453398	53139.949989669
3970	 1.84397	 3.28266	 3.14820	 6.40568	 2.83477	 2.25497	 5.39746	 0.15492	 0.16056	 0.67849	-1348.591638691	-1401727.823510148	53136.184819452
3971	 1.95265	 3.27149	 3.04245	 6.56241	 2.65038	 2.24730	 5.37909	 0.15439	 0.16012	 0.67618	-1348.467388290	-1401739.705533568	53272.317243641
3972	 1.91070	 3.44410	 3.09161	 6.84650	 2.60799	 2.30749	 5.38983	 0.15470	 0.16044	 0.67753	-1348.488246021	-1401681.145899053	53192.899878168
3973	 1.94888	 3.30102	 2.95898	 6.62608	 2.52021	 2.30749	 5.38983	 0.15630	 0.16044	 0.67753	-1348.551824745	-1401745.988500094	53194.163755476
3974	 1.97501	 3.41923	 2.82362	 6.78276	 2.62455	 2.17798	 5.38983	 0.15630	 0.16044	 0.67753	-1348.469331316	-1401757.651165293	53288.319849317
3975	 1.85961	 3.35465	 2.89726	 7.14939	 2.61052	 2.23493	 5.39841	 0.15655	 0.16070	 0.67861	-1348.391049768	-1401723.310743912	53332.260975778
3976	 1.86740	 3.50378	 2.97294	 6.73319	 2.49653	 2.24430	 5.42103	 0.15721	 0.16279	 0.68145	-1348.507275484	-1401690.085171001	53182.809686990
3977	 1.93752	 3.36196	 2.84015	 7.13830	 2.51328	 2.24430	 5.42103	 0.15721	 0.16279	 0.68145	-1348.410325376	-1401687.714599116	53277.389223342
3978	 2.03089	 3.18346	 2.73934	 6.91821	 2.58049	 2.23294	 5.39360	 0.15641	 0.16197	 0.67801	-1348.408887399	-1401711.647359984	53302.759961142
3979	 2.14434	 3.04667	 2.84053	 6.64010	 2.66656	 2.14282	 5.41847	 0.15713	 0.16272	 0.68113	-1348.335755606	-1401729.099680244	53393.344074619
3980	 2.02693	 3.18138	 2.84962	 6.66134	 2.74319	 2.06726	 5.43580	 0.16076	 0.16324	 0.68331	-1348.173701792	-1401698.064778212	53524.362986654
3981	 2.12213	 3.28989	 2.85207	 6.51784	 2.69057	 2.06904	 5.44047	 0.16090	 0.16338	 0.68390	-1348.130847246	-1401697.975139470	53567.127893146
3982	 2.02656	 3.08952	 2.91730	 6.27854	 2.63745	 2.07538	 5.45715	 0.16139	 0.16388	 0.68599	-1348.181256847	-1401702.307355362	53521.050508837
3983	 1.95177	 3.31546	 2.82538	 6.09395	 2.72836	 2.11586	 5.43593	 0.16076	 0.16324	 0.68333	-1348.208489557	-1401669.585511429	53461.095954419
3984	 1.85014	 3.47143	 2.73533	 6.38008	 2.74079	 2.12550	 5.22260	 0.16150	 0.16398	 0.68644	-1348.087606932	-1401658.956003436	53571.349071241
3985	 1.78910	 3.32118	 2.86681	 6.15177	 2.79892	 2.12001	 5.28294	 0.16108	 0.16496	 0.68467	-1348.133459353	-1401711.695948242	53578.236595407
3986	 1.84400	 3.25134	 2.74957	 5.94466	 2.73398	 2.11044	 5.25909	 0.16035	 0.16422	 0.66460	-1347.973651762	-1401719.391878540	53745.740116853
3987	 1.85717	 3.15134	 2.69602	 5.92962	 2.59916	 2.10510	 5.24578	 0.15995	 0.16380	 0.66292	-1348.078644129	-1401760.212616789	53681.568487294
3988	 1.92295	 3.16102	 2.57155	 6.12990	 2.54099	 2.13133	 5.26190	 0.16044	 0.16430	 0.66495	-1348.137730693	-1401704.429781511	53566.699088865
3989	 2.04925	 2.99253	 2.53625	 6.03245	 2.48994	 2.06836	 5.21364	 0.16141	 0.16530	 0.66900	-1348.051558382	-1401711.940678719	53660.382296291
3990	 2.01705	 3.00660	 2.54817	 5.83519	 2.42779	 2.07808	 5.23816	 0.16195	 0.16608	 0.67215	-1347.945446497	-1401683.030019297	53737.583522645
3991	 2.10422	 2.92938	 2.55327	 6.03437	 2.58275	 2.08224	 5.24863	 0.16227	 0.16641	 0.67349	-1348.156708644	-1401684.954160640	53528.245516998
3992	 2.16696	 2.76555	 2.52507	 6.18286	 2.49419	 2.08762	 5.26219	 0.16269	 0.16684	 0.66815	-1347.880100882	-1401697.667310475	53817.566428646
3993	 2.28905	 2.89237	 2.52224	 6.17592	 2.43571	 2.08527	 5.25628	 0.16251	 0.16665	 0.66739	-1348.103830842	-1401703.217479070	53599.386636992
3994	 2.38823	 2.87790	 2.50962	 5.92430	 2.31983	 2.07484	 5.22998	 0.16169	 0.16582	 0.66406	-1348.052489028	-1401687.654739180	53635.165710821
3995	 2.41839	 3.05352	 2.58138	 6.04031	 2.45552	 2.00663	 5.24513	 0.16216	 0.16630	 0.66598	-1348.001240809	-1401682.632630443	53681.391821827
3996	 2.41952	 3.11854	 2.66568	 5.73962	 2.37639	 1.92281	 5.22867	 0.16165	 0.16628	 0.66389	-1347.952519909	-1401730.517126157	53777.997216707
3997	 2.53654	 3.01301	 2.58713	 5.72311	 2.27488	 1.91728	 5.38553	 0.16201	 0.16580	 0.65083	-1347.839726323	-1401712.532048460	53872.805725263
3998	 2.48443	 3.03798	 2.44248	 5.70328	 2.26027	 1.91064	 5.36687	 0.15950	 0.16522	 0.63733	-1347.818831335	-1401743.332022370	53924.500687660
3999	 2.57703	 2.96405	 2.43223	 5.88632	 2.23833	 1.90263	 5.34436	 0.15883	 0.16453	 0.63466	-1347.918872998	-1401700.070025647	53781.197027951
4000	 2.42000	 2.96405	 2.50820	 5.88632	 2.11297	 1.90263	 5.62064	 0.15883	 0.16453	 0.64453	-1347.986888499	-1401689.952761112	53703.064261921
4001	 2.32300	 3.09863	 2.41574	 6.19453	 2.06311	 1.96680	 5.52505	 0.15925	 0.16490	 0.64623	-1348.043768058	-1401681.286998474	53637.518940498
4002	 2.18127	 3.17189	 2.55853	 6.31195	 1.93852	 1.96485	 5.18100	 0.15909	 0.16399	 0.64559	-1347.923133353	-1401681.270402044	53758.137048619
4003	 2.17773	 3.16674	 2.40986	 6.30171	 1.86376	 1.96166	 5.17259	 0.15883	 0.16746	 0.64454	-1347.834178930	-1401696.351416057	53862.172486363
4004	 2.23485	 3.22539	 2.27893	 6.68879	 1.97316	 2.04205	 5.23664	 0.15920	 0.16785	 0.64604	-1347.849917830	-1401726.350010258	53876.432180609
4005	 2.28676	 3.30516	 2.39599	 6.72229	 1.93109	 1.97209	 5.24906	 0.15958	 0.16825	 0.64757	-1347.977086621	-1401715.612976646	53738.526355292
4006	 2.15722	 3.17087	 2.30448	 7.00170	 1.87439	 1.97075	 5.42187	 0.15947	 0.16813	 0.64713	-1347.947823707	-1401686.478476417	53738.654769567
4007	 2.15916	 3.06199	 2.22775	 7.28204	 1.84436	 1.92826	 5.24508	 0.16015	 0.16885	 0.64989	-1347.943518279	-1401691.992866070	53748.474587098
4008	 2.09954	 2.99250	 2.12642	 7.29006	 1.93256	 1.93038	 5.25086	 0.15611	 0.16904	 0.65060	-1347.936135031	-1401685.123688097	53748.988657547
4009	 2.01088	 2.87133	 2.26545	 7.70519	 2.04566	 1.93665	 5.26792	 0.15662	 0.16959	 0.65272	-1347.776596729	-1401689.416577928	53912.819848525
4010	 1.93082	 2.70466	 2.17984	 7.68499	 2.08540	 1.93157	 5.25410	 0.15621	 0.16914	 0.65100	-1347.813563365	-1401682.840572539	53869.277207043
4011	 1.84454	 2.69416	 2.27848	 7.40155	 2.03056	 1.92408	 5.23371	 0.15560	 0.16848	 0.64848	-1347.890594960	-1401744.419659124	53853.824698715
4012	 1.90364	 2.59233	 2.38705	 7.77989	 2.04115	 1.95557	 5.26100	 0.15641	 0.16936	 0.65186	-1347.779056497	-1401693.031771052	53913.975273715
4013	 1.98022	 2.47595	 2.42664	 7.75539	 2.03473	 1.96628	 4.96691	 0.15592	 0.16883	 0.64132	-1347.569636966	-1401682.948764270	54113.311798741
4014	 1.89308	 2.48229	 2.53883	 8.12796	 2.10470	 1.97131	 4.84204	 0.15632	 0.16926	 0.64296	-1347.637269962	-1401714.491860644	54077.221899108
4015	 1.81246	 2.60998	 2.44009	 8.38480	 2.17009	 1.87153	 4.84204	 0.15405	 0.16926	 0.64296	-1347.596827167	-1401753.639723307	54156.812556549
4016	 1.74160	 2.76389	 2.44664	 8.40731	 2.17592	 1.87656	 4.62945	 0.15446	 0.16972	 0.64469	-1347.354081658	-1401689.301077196	54335.219419291
4017	 1.80660	 2.63251	 2.56200	 8.12541	 2.11725	 1.92552	 4.64073	 0.15362	 0.17013	 0.64842	-1347.658599382	-1401803.838426387	54145.239044579
4018	 1.88535	 2.75891	 2.48160	 7.87611	 2.06294	 1.93287	 4.65843	 0.15420	 0.17078	 0.65089	-1347.596194105	-1401714.381248470	54118.187143838
4019	 1.93730	 2.65188	 2.61943	 8.35720	 2.09821	 1.88889	 4.66389	 0.15438	 0.17098	 0.65166	-1347.588686384	-1401716.772929105	54128.086544974
4020	 1.99770	 2.78097	 2.50984	 8.38495	 2.18939	 1.89516	 4.67937	 0.15490	 0.16837	 0.65382	-1347.313193314	-1401676.326954457	54363.133640807
4021	 1.91792	 2.68260	 2.48843	 8.09447	 2.25073	 1.88810	 4.82784	 0.15432	 0.16775	 0.65138	-1347.467559765	-1401689.752962180	54222.193197589
4022	 1.90639	 2.81393	 2.52612	 8.26969	 2.20507	 1.92660	 4.82784	 0.14858	 0.16775	 0.65138	-1347.566603352	-1401726.864789957	54160.261437850
4023	 1.80961	 2.75775	 2.47369	 7.95058	 2.14564	 1.92338	 4.81977	 0.14833	 0.16880	 0.65029	-1347.429173463	-1401717.386007138	54288.212544624
4024	 1.91660	 2.69353	 2.61389	 7.86628	 2.23367	 1.93075	 4.83822	 0.14890	 0.16945	 0.65278	-1347.762976415	-1401675.899487072	53912.923072113
4025	 1.98178	 2.55640	 2.62476	 8.35235	 2.33705	 1.93877	 4.85834	 0.14952	 0.17015	 0.65550	-1347.590074721	-1401642.119361404	54052.044640413
4026	 1.88053	 2.49118	 2.47952	 8.57048	 2.40960	 1.93185	 4.84098	 0.14899	 0.16954	 0.65316	-1347.694602342	-1401691.817825242	53997.215483231
4027	 1.88803	 2.40975	 2.56728	 8.94248	 2.46674	 1.93955	 4.86030	 0.14958	 0.17022	 0.63141	-1347.468707980	-1401695.733461387	54227.025481175
4028	 1.78181	 2.22324	 2.42855	 8.53466	 2.39208	 1.99300	 4.96572	 0.14958	 0.17022	 0.63141	-1347.792556462	-1401690.417237951	53897.860775885
4029	 1.91243	 2.33094	 2.55358	 9.00685	 2.46789	 2.00095	 5.12352	 0.15018	 0.17090	 0.63393	-1347.799601162	-1401710.847773924	53911.246611713
4030	 1.95724	 2.39575	 2.60829	 9.36403	 2.35039	 1.99644	 4.91424	 0.14984	 0.17051	 0.63734	-1347.804508387	-1401728.203130067	53923.694742647
4031	 1.93291	 2.39022	 2.60226	 9.18264	 2.42454	 1.89256	 4.90288	 0.14949	 0.17012	 0.63587	-1347.591428755	-1401710.067204808	54118.638450015
4032	 2.03158	 2.48591	 2.60798	 9.46763	 2.39642	 2.00875	 5.01057	 0.14982	 0.17049	 0.63727	-1347.561230848	-1401685.441342386	54124.210494052
4033	 2.09684	 2.60308	 2.71952	 9.51194	 2.32588	 2.01815	 5.03402	 0.14645	 0.16826	 0.64025	-1347.872608705	-1401736.878819446	53864.270114611
4034	 2.01867	 2.68345	 2.59327	 9.09909	 2.24794	 1.91804	 5.01271	 0.14583	 0.16755	 0.63754	-1347.839089476	-1401755.797961133	53916.708484929
4035	 1.96023	 2.77341	 2.49658	 8.71656	 2.31445	 1.84134	 5.00379	 0.14557	 0.16725	 0.63640	-1347.624966299	-1401700.030628757	54075.064329600
4036	 1.97938	 2.83517	 2.39021	 8.41249	 2.42973	 1.92777	 5.16383	 0.14197	 0.16767	 0.63801	-1347.708720844	-1401726.115849200	54017.395004849
4037	 2.06066	 2.69618	 2.32739	 8.08148	 2.57717	 1.81075	 4.96580	 0.14172	 0.16738	 0.63689	-1347.739226976	-1401776.370536666	54037.143561001
4038	 2.00976	 2.78238	 2.33281	 8.31361	 2.49134	 1.81497	 4.86815	 0.14205	 0.16777	 0.63837	-1347.546705607	-1401795.131606163	54248.425998796
4039	 1.92814	 2.81510	 2.28860	 7.81420	 2.62589	 1.86708	 4.88442	 0.14253	 0.16833	 0.64051	-1347.500813713	-1401741.032958950	54240.219245872
4040	 1.86112	 2.70361	 2.39998	 8.26417	 2.58032	 1.87292	 4.87170	 0.14297	 0.16886	 0.64251	-1347.477791432	-1401702.980689581	54225.189257580
4041	 1.76172	 2.80151	 2.27655	 8.00087	 2.52715	 1.86951	 4.86282	 0.14271	 0.16855	 0.64134	-1347.481863829	-1401730.163931852	54248.300103183
4042	 1.76435	 2.68320	 2.40981	 8.17703	 2.60559	 1.87230	 5.05535	 0.14293	 0.16880	 0.64230	-1347.481388028	-1401711.257302101	54229.869273762
4043	 1.81779	 2.82326	 2.51119	 7.69790	 2.79250	 1.84389	 5.06368	 0.14316	 0.17182	 0.64336	-1347.510958147	-1401675.533239331	54164.575092807
4044	 1.76043	 2.82971	 2.41807	 7.71550	 2.71849	 1.84811	 4.90727	 0.13825	 0.17222	 0.64483	-1347.397650354	-1401697.325232965	54299.674878570
4045	 1.77918	 2.82459	 2.41370	 7.95686	 2.61050	 1.88900	 4.89840	 0.13800	 0.17191	 0.64366	-1347.458484776	-1401712.976565242	54254.491789032
4046	 1.85799	 2.83235	 2.32968	 8.34293	 2.69765	 1.87135	 4.91184	 0.13838	 0.17238	 0.64543	-1347.424384191	-1401659.183902203	54234.799711633
4047	 1.99084	 2.92241	 2.23290	 7.84414	 2.69765	 1.87135	 4.91184	 0.13240	 0.17238	 0.64543	-1347.513827629	-1401707.605681460	54193.778052098
4048	 2.04466	 3.06064	 2.23891	 7.86527	 2.82826	 1.87639	 4.92507	 0.13275	 0.17284	 0.64717	-1347.655619546	-1401704.796001322	54049.176454862
4049	 1.97350	 3.04598	 2.33450	 7.82761	 2.66789	 1.86741	 4.76767	 0.13212	 0.17201	 0.64407	-1347.441762134	-1401683.167672979	54241.405538561
4050	 1.89609	 3.05486	 2.21669	 7.68028	 2.67567	 1.88576	 4.78156	 0.13250	 0.17032	 0.64594	-1347.514276194	-1401707.181086644	54192.904893057
4051	 1.95802	 3.04356	 2.20849	 8.02832	 2.59640	 1.87879	 4.76389	 0.13201	 0.16603	 0.64356	-1347.453961116	-1401700.257892605	54246.296776467
4052	 1.89242	 2.94779	 2.31229	 7.97828	 2.53392	 1.83425	 4.77304	 0.12761	 0.16634	 0.64479	-1347.609570339	-1401766.260600394	54156.690261783
4053	 1.89242	 2.78461	 2.38529	 7.97828	 2.48246	 1.83425	 5.02026	 0.12761	 0.16634	 0.64479	-1347.545969026	-1401749.875520921	54203.906495006
4054	 1.86418	 2.66478	 2.29874	 8.13237	 2.40664	 1.84241	 5.04259	 0.12818	 0.16115	 0.64766	-1347.458376959	-1401715.603413808	54257.226454497
4055	 1.78654	 2.55293	 2.25356	 7.99669	 2.34279	 1.78413	 5.05527	 0.12850	 0.16155	 0.64929	-1347.404810920	-1401717.846043067	54313.035122894
4056	 1.79165	 2.71887	 2.15290	 7.88430	 2.34949	 1.72605	 5.06973	 0.13434	 0.16704	 0.65115	-1347.256383799	-1401704.294030669	54447.910231394
4057	 1.86041	 2.66332	 2.27635	 7.61360	 2.24629	 1.72170	 4.89500	 0.13400	 0.16662	 0.64951	-1347.235868177	-1401708.887154435	54473.018977755
4058	 1.90716	 2.62272	 2.26946	 7.33868	 2.32348	 1.66029	 4.88018	 0.13359	 0.16612	 0.64754	-1346.990489323	-1401693.316751560	54702.827428777
4059	 1.79664	 2.75169	 2.39486	 7.08014	 2.27072	 1.69016	 4.88018	 0.13359	 0.16612	 0.64754	-1347.065168851	-1401718.602748399	54653.433897423
4060	 1.82863	 2.76431	 2.30973	 6.76693	 2.28114	 1.69791	 5.16959	 0.13421	 0.16688	 0.65051	-1347.195530182	-1401679.401742812	54483.871561245
4061	 1.75666	 2.58734	 2.39922	 6.55559	 2.17310	 1.69271	 5.15376	 0.13981	 0.16637	 0.64852	-1347.135946936	-1401661.923064028	54525.976127531
4062	 1.86091	 2.61787	 2.42847	 6.92142	 2.12941	 1.68860	 5.14123	 0.13465	 0.16596	 0.64694	-1347.194412322	-1401686.994071012	54492.581748665
4063	 1.94453	 2.64500	 2.33936	 6.94441	 2.10882	 1.69421	 5.07420	 0.13510	 0.16036	 0.64909	-1347.368366473	-1401719.806814524	54351.440341723
4064	 1.94189	 2.55875	 2.33618	 6.68315	 2.17910	 1.80735	 5.06730	 0.13491	 0.16014	 0.64821	-1347.390498578	-1401712.839939025	54322.341360724
4065	 1.99827	 2.66806	 2.46838	 6.93927	 2.08740	 1.87136	 5.07551	 0.13513	 0.16040	 0.64926	-1347.520709751	-1401676.174812635	54155.465061235
4066	 1.95278	 2.66122	 2.38554	 6.69910	 2.15750	 1.94079	 5.05977	 0.13471	 0.15990	 0.64725	-1347.615668875	-1401706.011876730	54090.343001639
4067	 1.84185	 2.73082	 2.37706	 6.30865	 2.11451	 1.93389	 5.16044	 0.13423	 0.15933	 0.64494	-1347.739773271	-1401745.680499339	54005.907228279
4068	 1.77178	 2.76911	 2.41842	 6.61095	 2.23794	 1.95678	 5.26726	 0.13423	 0.15933	 0.64494	-1347.808307361	-1401725.851630615	53917.544269685
4069	 1.70190	 2.76218	 2.56702	 6.42484	 2.33731	 1.95189	 5.43612	 0.13390	 0.15894	 0.64333	-1347.843709723	-1401688.856325259	53845.146602617
4070	 1.62018	 2.91709	 2.49648	 6.16033	 2.23999	 1.95189	 5.43612	 0.13390	 0.15894	 0.64333	-1347.933319800	-1401748.067512906	53814.747713258
4071	 1.70025	 2.81258	 2.50486	 5.93865	 2.21989	 1.95845	 5.45438	 0.13435	 0.15947	 0.64549	-1347.936779856	-1401749.185999512	53812.406143896
4072	 1.75707	 2.90220	 2.58123	 5.75662	 2.12681	 1.96734	 5.31167	 0.13802	 0.16019	 0.64842	-1348.005119927	-1401678.414858184	53673.294931564
4073	 1.69930	 3.00795	 2.65886	 5.77751	 2.01985	 1.97447	 5.33094	 0.13852	 0.16077	 0.65078	-1347.841032892	-1401694.894979879	53853.862087569
4074	 1.58917	 3.09469	 2.75548	 5.90521	 2.12472	 1.96616	 5.30848	 0.13794	 0.16010	 0.66606	-1347.917796657	-1401670.888627822	53753.091970545
4075	 1.65812	 3.17857	 2.66680	 5.63238	 2.25599	 1.97015	 5.47694	 0.13822	 0.16472	 0.68682	-1348.094198114	-1401662.579278208	53568.381164571
4076	 1.60165	 3.18959	 2.75678	 5.95301	 2.35341	 2.08052	 5.49592	 0.13870	 0.16529	 0.68920	-1347.979309967	-1401657.141245226	53677.831277902
4077	 1.60611	 3.06506	 2.69635	 6.14076	 2.35997	 2.02205	 5.51123	 0.13909	 0.16576	 0.69112	-1348.038871469	-1401676.002468244	53637.130999278
4078	 1.66583	 3.05556	 2.68800	 5.90573	 2.24243	 2.10723	 5.44813	 0.13866	 0.16524	 0.68898	-1348.012876180	-1401621.356385172	53608.480204989
4079	 1.61909	 3.22092	 2.76088	 5.72900	 2.20320	 2.11201	 5.23422	 0.13897	 0.16562	 0.69054	-1347.962980562	-1401664.255041211	53701.274478727
4080	 1.61528	 3.14222	 2.75438	 5.57067	 2.28439	 2.10704	 5.43890	 0.13864	 0.16248	 0.68891	-1348.024730359	-1401687.445887643	53662.715528970
4081	 1.67250	 3.30447	 2.76365	 5.88279	 2.38067	 2.11412	 5.21774	 0.13911	 0.16303	 0.69123	-1348.175677620	-1401714.339987350	53538.662367359
4082	 1.62001	 3.17686	 2.91034	 6.11682	 2.26918	 2.12081	 5.35806	 0.13955	 0.16354	 0.69342	-1347.996441750	-1401672.681291784	53676.239541346
4083	 1.58476	 3.31479	 2.77422	 5.84348	 2.18712	 2.11651	 5.34720	 0.13927	 0.16321	 0.69201	-1348.212756170	-1401712.565485140	53499.809314674
4084	 1.51021	 3.19981	 2.68272	 5.60440	 2.09029	 2.12271	 5.36285	 0.13967	 0.16369	 0.69404	-1348.243441569	-1401749.355011808	53505.913442608
4085	 1.48044	 3.10694	 2.79523	 5.61521	 2.01526	 2.09116	 5.23042	 0.13994	 0.16400	 0.68072	-1347.910119249	-1401737.812903161	53827.693653874
4086	 1.46783	 3.04619	 2.71406	 5.80482	 2.02322	 2.02976	 5.42683	 0.14050	 0.16465	 0.68341	-1347.948453561	-1401723.651373864	53775.197812685
4087	 1.52284	 3.26590	 2.72175	 5.49374	 2.11615	 2.03551	 5.44220	 0.13684	 0.16512	 0.68535	-1347.972845260	-1401696.100266003	53723.255005687
4088	 1.52284	 3.12853	 2.81666	 5.64924	 2.20595	 2.03551	 5.57937	 0.13684	 0.16512	 0.68535	-1347.928263953	-1401677.284652555	53749.020699719
4089	 1.59168	 2.98346	 2.92907	 5.87251	 2.29315	 2.02971	 5.68256	 0.13645	 0.16465	 0.68340	-1348.043989433	-1401686.927046898	53642.937614312
4090	 1.64486	 3.04994	 2.79111	 5.65365	 2.21620	 2.03419	 5.50699	 0.13675	 0.16501	 0.66950	-1347.817685221	-1401678.892048903	53861.206827475
4091	 1.72784	 2.98137	 2.74191	 5.92856	 2.29421	 2.04094	 5.52526	 0.13980	 0.16556	 0.67172	-1348.330123097	-1401756.253399327	53426.130302698
4092	 1.68722	 2.79469	 2.80268	 5.92202	 2.29168	 2.01646	 5.51917	 0.13964	 0.16538	 0.67098	-1348.213327450	-1401742.470924695	53529.143475145
4093	 1.69217	 2.83906	 2.71558	 5.93940	 2.21595	 2.11752	 5.35610	 0.14005	 0.16586	 0.67295	-1348.137287803	-1401692.480561374	53555.192758349
4094	 1.68513	 2.76498	 2.62562	 5.88035	 2.32671	 2.10871	 5.47730	 0.14504	 0.16517	 0.67015	-1348.096569213	-1401704.268389956	53607.699176952
4095	 1.60383	 2.60941	 2.51877	 5.89498	 2.39361	 2.11395	 5.49093	 0.13896	 0.15703	 0.67181	-1348.348186749	-1401772.268775584	53424.082026951
4096	 1.60791	 2.52337	 2.41979	 5.67108	 2.33881	 2.05006	 5.75200	 0.13931	 0.15743	 0.67352	-1348.146281738	-1401684.833616705	53538.551879198
4097	 1.68601	 2.56784	 2.33563	 5.60385	 2.39791	 2.05921	 5.77766	 0.13994	 0.15813	 0.67653	-1348.223399799	-1401691.528034514	53468.128235968
4098	 1.73423	 2.67503	 2.25172	 5.31689	 2.27686	 2.01335	 5.81768	 0.13951	 0.15765	 0.67448	-1348.224068225	-1401685.573888917	53461.505663862
4099	 1.65873	 2.56666	 2.27364	 5.38370	 2.14793	 2.00792	 5.80197	 0.13914	 0.15723	 0.67266	-1348.011987973	-1401670.640930132	53658.652957447
4100	 1.74394	 2.51227	 2.34247	 5.24819	 2.24818	 1.96772	 5.81909	 0.13955	 0.15769	 0.67465	-1348.023654120	-1401676.821767160	53653.167646910
4101	 1.69252	 2.59275	 2.43939	 5.47495	 2.36038	 2.04456	 5.82419	 0.13967	 0.15783	 0.67524	-1348.157274227	-1401674.846573439	53517.572346495
4102	 1.60879	 2.51381	 2.28665	 5.46668	 2.25711	 2.04147	 5.81540	 0.13946	 0.15759	 0.67422	-1348.207341420	-1401706.945172007	53499.603752126
4103	 1.70225	 2.60820	 2.16980	 5.66343	 2.16521	 2.03803	 5.60013	 0.13922	 0.15733	 0.67308	-1348.165026159	-1401674.505214488	53509.479055815
4104	 1.64470	 2.60102	 2.26613	 5.48175	 2.21049	 2.03242	 5.90488	 0.13884	 0.15689	 0.67123	-1348.094549336	-1401709.778527215	53615.229191368
4105	 1.71888	 2.47662	 2.25992	 5.26523	 2.31275	 2.02686	 5.88872	 0.13846	 0.15646	 0.66939	-1348.118700522	-1401645.227990789	53526.527468957
4106	 1.66854	 2.47662	 2.35624	 5.48333	 2.22082	 2.02686	 5.88872	 0.13846	 0.15646	 0.66939	-1348.201570910	-1401699.088078372	53497.517168732
4107	 1.76875	 2.46742	 2.42029	 5.24208	 2.21257	 2.01933	 5.86685	 0.13795	 0.15588	 0.66691	-1348.114382902	-1401699.261171197	53584.878269196
4108	 1.77607	 2.40210	 2.27625	 5.26377	 2.31319	 2.02768	 5.89113	 0.14407	 0.15653	 0.66967	-1348.157298241	-1401713.064280569	53555.766039630
4109	 1.85248	 2.31647	 2.32318	 5.27851	 2.30619	 2.02155	 5.87331	 0.14363	 0.15606	 0.66764	-1348.060679440	-1401694.235621055	53633.556181152
4110	 1.76984	 2.37671	 2.23609	 5.46051	 2.29817	 2.01452	 5.67445	 0.14313	 0.15551	 0.66532	-1348.086417480	-1401693.876075272	53607.458595703
4111	 1.71257	 2.40186	 2.15236	 5.57907	 2.45177	 1.97559	 5.77778	 0.14243	 0.15474	 0.66203	-1347.962089962	-1401663.900034370	53701.810071961
4112	 1.71865	 2.47465	 2.17926	 5.80149	 2.59270	 2.04182	 5.79829	 0.14293	 0.15529	 0.66438	-1348.201195255	-1401662.790245384	53461.594989986
4113	 1.66891	 2.52040	 2.17619	 5.59660	 2.45915	 2.03895	 5.53407	 0.14273	 0.15507	 0.66345	-1347.906778787	-1401648.914684473	53742.135897948
4114	 1.59087	 2.47080	 2.07776	 5.34527	 2.50784	 1.97023	 5.52495	 0.13971	 0.15482	 0.66235	-1348.004670087	-1401662.464920200	53657.794833070
4115	 1.53710	 2.40661	 2.08453	 5.36270	 2.51602	 1.97665	 5.54297	 0.14017	 0.15532	 0.66451	-1348.010811193	-1401668.245725018	53657.434532113
